iteration,target_context_weight,docking_support_weight,solubility_no_chaperone_weight,E7_residual_weight,target_rank,best_competitor,score_gap
23,0.59034835650023398,0.18622321071009126,0.18178299406947179,0.041645438720203092,1,A0A7U4GHF9,0.26406492108562019
24,0.53542819762515037,0.19874504826789385,0.2023108020667029,0.063515952040252829,1,A0A7U4GHF9,0.24277749755715572
25,0.57583284088224029,0.17950979860457805,0.19510259860479234,0.049554761908389214,1,A0A7U4GHF9,0.26162351353455093
26,0.52022141235908337,0.2057357385704382,0.22658732125043685,0.047455527820041532,1,A0A7U4GHF9,0.24150465861404358
27,0.57372026926966335,0.21080366718559004,0.16262045414767659,0.052855609397070055,1,A0A7U4GHF9,0.24859453169945034
28,0.51212414620472657,0.20750678969443129,0.22619755359047269,0.054171510510369399,1,A0A7U4GHF9,0.23745618426969839
29,0.60003577857760881,0.19094279916485291,0.15978402307816372,0.049237399179374627,1,A0A7U4GHF9,0.2621465966261165
30,0.58887593218629186,0.16182082227390326,0.1998499557588419,0.049453289780962861,1,A0A7U4GHF9,0.27082648963493161
31,0.55564130973013659,0.17740608874529246,0.22637894007676498,0.040573661447805949,1,A0A7U4GHF9,0.26088467433691354
32,0.54089986854796746,0.22004226744442149,0.17649073711958979,0.062567126888021254,1,A0A7U4GHF9,0.23611741879978521
33,0.51724555433748265,0.17804951938649591,0.24412578942051208,0.060579136855509315,1,A0A7U4GHF9,0.24777547313603387
34,0.56165897484104699,0.20438462869139967,0.18897610768636555,0.044980288781187913,1,A0A7U4GHF9,0.25076272780677422
35,0.57815943758654842,0.20377045263210294,0.16215441663016461,0.055915693151184109,1,A0A7U4GHF9,0.25127491246376366
36,0.52900145562436385,0.19946880310225923,0.21612016538797565,0.055409575885401269,1,A0A7U4GHF9,0.24343003840518673
37,0.57414671444638476,0.208847004846274,0.16126286810246895,0.055743412604872151,1,A0A7U4GHF9,0.24863527488356441
38,0.55997908052514445,0.19679250979714472,0.19123790149809861,0.051990508179612219,1,A0A7U4GHF9,0.25139714189403828
39,0.58013297910695416,0.17450403701422115,0.20411565489731776,0.041247328981507028,1,A0A7U4GHF9,0.26657102538914446
40,0.60191614747118205,0.17098121959811821,0.17495915696328709,0.052143475967412679,1,A0A7U4GHF9,0.26921492656312573
41,0.54539795812273617,0.22125586271151851,0.19061060806947139,0.042735571096273996,1,A0A7U4GHF9,0.24186865453261708
42,0.57285859133813954,0.17482763034572096,0.20736718572186802,0.044946592594271716,1,A0A7U4GHF9,0.26403621407829958
43,0.58243098319432096,0.16978319242843679,0.20098970072715264,0.046796123650089706,1,A0A7U4GHF9,0.26729814866247381
44,0.60665440372701429,0.20181637794039212,0.14953209696695047,0.041997121365643326,1,A0A7U4GHF9,0.26130780793689223
45,0.58038227064887304,0.16348097238686771,0.20836916148003945,0.047767595484219785,1,A0A7U4GHF9,0.26899957963966403
46,0.56369170553979431,0.16391788492174211,0.22390521678456501,0.048485192753898662,1,A0A7U4GHF9,0.26538582525549659
47,0.54099343710584358,0.19499096303540658,0.20600578105231224,0.058009818806437498,1,A0A7U4GHF9,0.24675008125279307
48,0.59063045636750766,0.19350881595801908,0.16614319545296374,0.049717532221509569,1,A0A7U4GHF9,0.2592203181454652
49,0.57851530892623204,0.21191136126922053,0.1671943476110832,0.042378982193464254,1,A0A7U4GHF9,0.25192994142345504
50,0.56928597049226048,0.17849409471501015,0.20966475497724937,0.042555179815479953,1,A0A7U4GHF9,0.26260723830900834
51,0.60579980143061651,0.19996494355864794,0.15411612554364754,0.040119129467087976,1,A0A7U4GHF9,0.26233957881052894
52,0.54928711898137161,0.17484424994254719,0.22087467859704149,0.054993952479039647,1,A0A7U4GHF9,0.25673047086156697
53,0.56677855836700453,0.19565647886631859,0.19369841984255884,0.043866542924117936,1,A0A7U4GHF9,0.25533262250090305
54,0.51269469422036118,0.24102355832694974,0.1999547816270697,0.046326965825619446,1,A0A7U4GHF9,0.22711214008564762
55,0.55441686818643476,0.17767623462452609,0.22124502456193712,0.046661872627102106,1,A0A7U4GHF9,0.25890869137079231
56,0.57000834910550424,0.16367502375730489,0.21573299209676186,0.050583635040429002,1,A0A7U4GHF9,0.26614575023073561
57,0.53272300722096455,0.21239187338186369,0.19573178740151145,0.059153331995660433,1,A0A7U4GHF9,0.23830649684070837
58,0.483837567790802,0.24634923664302205,0.2092790268001416,0.060534168766034381,1,I7K2S1,0.21310616129636428
59,0.53605881190592441,0.2117401215652959,0.19898010206831931,0.053220964460460318,1,A0A7U4GHF9,0.24079567986976247
60,0.52751630374096248,0.19231898784858317,0.23099493340535029,0.049169775005104013,1,A0A7U4GHF9,0.24749666811747295
61,0.55255018790219135,0.21634210682325869,0.18043267645371719,0.05067502882083285,1,A0A7U4GHF9,0.24297307400575763
62,0.5914337011110713,0.18037005012469731,0.18589930094276225,0.04229694782146922,1,A0A7U4GHF9,0.26629561386375178
63,0.51600785778404779,0.21963098965608904,0.20402883838612709,0.0603323141737361,1,A0A7U4GHF9,0.23201431858695964
64,0.5145660445749709,0.21419544672435376,0.22536169555497818,0.04587681314569729,1,A0A7U4GHF9,0.23765423171309541
65,0.57252675677723897,0.19566807868996045,0.17370302653451122,0.058102137998289505,1,A0A7U4GHF9,0.2526252397687081
66,0.51475526941246252,0.20698455592215415,0.22495404131100333,0.053306133354380024,1,A0A7U4GHF9,0.23839790787503667
67,0.54060579302473066,0.23595351980828752,0.16491564689292881,0.058525040274052975,1,A0A7U4GHF9,0.23118205695942695
68,0.50721966439620891,0.18437613334016664,0.24304513573062589,0.065359066532998722,1,A0A7U4GHF9,0.24216324579677651
69,0.5654300231924585,0.21070250256517981,0.17989150870048642,0.043975965541875155,1,A0A7U4GHF9,0.24940037169790041
70,0.56328485125992944,0.21959734459610128,0.16356072871548821,0.053557075428480927,1,A0A7U4GHF9,0.24307345474941988
71,0.53838222498255905,0.2029873017081881,0.21263455314247245,0.045995920166780467,1,A0A7U4GHF9,0.24647112191419196
72,0.51692129568705703,0.21342747788443911,0.22253662991656201,0.047114596511941782,1,A0A7U4GHF9,0.23806915248312033
73,0.59603340911963143,0.17652175383188098,0.18155020881639175,0.045894628232095759,1,A0A7U4GHF9,0.26766908422724223
74,0.56998471763895264,0.20193477106147115,0.18260672545819312,0.045473785841383271,1,A0A7U4GHF9,0.25317319150233697
75,0.51260118187051429,0.2252855313452799,0.19836242537010504,0.06375086141410076,1,A0A7U4GHF9,0.22831152544822864
76,0.52795920105848315,0.20464061103974585,0.21381867363582785,0.053581514265942938,1,A0A7U4GHF9,0.24177926001515315
77,0.50453141994315709,0.22920893411403515,0.2059270471136295,0.060332598829178345,1,A0A7U4GHF9,0.22618451206206325
78,0.52574275078704924,0.20911029415169657,0.22294142429482219,0.042205530766432145,1,A0A7U4GHF9,0.2427278367231781
79,0.57226594094068994,0.20791755934260808,0.17034523156388148,0.049471268152820679,1,A0A7U4GHF9,0.25030181486460823
80,0.52528183899553182,0.21714033701176211,0.19815846559744293,0.059419358395263105,1,A0A7U4GHF9,0.23500300735406121
81,0.61347360366759329,0.15952832844402556,0.17355058496938189,0.053447482918999353,1,A0A7U4GHF9,0.27541289243367817
82,0.58649387822876098,0.17127888475719794,0.19347852089629636,0.048748716117744818,1,A0A7U4GHF9,0.26700577874206133
83,0.60518895985520949,0.18250735899177689,0.164862320608019,0.047441360544994739,1,A0A7U4GHF9,0.26679664955884252
84,0.57776048587531925,0.16120590019068901,0.20556742514176615,0.0554661887922255,1,A0A7U4GHF9,0.2672722489644872
85,0.49584760749322665,0.22546797027062845,0.22868318396409557,0.050001238272049359,1,A0A7U4GHF9,0.2286678941870085
86,0.55023134731878942,0.20376481612648556,0.19853158267678234,0.047472253877942745,1,A0A7U4GHF9,0.24809539799074631
87,0.58535435741398112,0.18217383603151036,0.1771436650432954,0.055328141511213076,1,A0A7U4GHF9,0.2609319062560167
88,0.54630565773386186,0.18813303475904902,0.21255163803946395,0.053009669467625274,1,A0A7U4GHF9,0.25170075063350161
89,0.57109364924902251,0.181435108103808,0.19366569559727154,0.053805547049897907,1,A0A7U4GHF9,0.25883489730019515
90,0.60750396547756269,0.19798327249798034,0.15450280998920882,0.040009952035248167,1,A0A7U4GHF9,0.26344426951632594
91,0.60696650570802468,0.17257459339047668,0.17689383040329093,0.04356507049820775,1,A0A7U4GHF9,0.27190810333431381
92,0.50800959256055989,0.20714346741104539,0.22942554672216134,0.05542139330623333,1,A0A7U4GHF9,0.23645359083433637
93,0.58364946859741085,0.16223827348269976,0.19936950375398707,0.054742754165902435,1,A0A7U4GHF9,0.26822889931456506
94,0.61464373970666886,0.1630130563730669,0.17873269468885397,0.043610509231410091,1,A0A7U4GHF9,0.27697805578391088
95,0.53821936475600984,0.20846753856864161,0.20215398292011685,0.051159113755231821,1,A0A7U4GHF9,0.24299794828191612
96,0.54293531809086837,0.22780159989579385,0.17251309113887997,0.056749990874457826,1,A0A7U4GHF9,0.2351691590726338
97,0.57228060243506429,0.16752742944761975,0.20881135894477215,0.05138060917254382,1,A0A7U4GHF9,0.26493106053924176
98,0.5270898376800307,0.22741503016943154,0.20672989153106205,0.038765240619475734,1,A0A7U4GHF9,0.23705391313933943
99,0.49980679753618817,0.22359154705363521,0.22252056538491038,0.054081090025266142,1,A0A7U4GHF9,0.22904770266440611
100,0.56061404523115266,0.20581214074875864,0.17344552308794892,0.060128290932139783,1,A0A7U4GHF9,0.24595378886772723
101,0.56469821451942059,0.20880010153712425,0.18214045141624402,0.044361232527211213,1,A0A7U4GHF9,0.24986711998035194
102,0.56014667298184018,0.18628586467111344,0.2017348685207227,0.051832593826323631,1,A0A7U4GHF9,0.2554104691866339
103,0.52628142223589369,0.21426856006374731,0.20641192728483801,0.053038090415521044,1,A0A7U4GHF9,0.23798901335348521
104,0.59274331267147273,0.16912663388282548,0.18930799933971668,0.048822054105984912,1,A0A7U4GHF9,0.26901238462274324
105,0.56857305896157839,0.20987138860380478,0.17923744612739206,0.042318106307224802,1,A0A7U4GHF9,0.25077069597842749
106,0.57528675603715529,0.1954169004691502,0.17904106021415531,0.050255283279539077,1,A0A7U4GHF9,0.25536628927698035
107,0.4883173844592314,0.25527595802313302,0.20577277322119794,0.050633884296437719,1,I7K2S1,0.21317385097891817
108,0.57641180801138481,0.19010207221433392,0.18306954593192806,0.050416573842353235,1,A0A7U4GHF9,0.25753465986190438
109,0.5142138067166192,0.22902255894981147,0.21365241914494504,0.043111215188624194,1,A0A7U4GHF9,0.23277092092980789
110,0.54200928381936386,0.2183021821845591,0.1848548369362206,0.05483369705985635,1,A0A7U4GHF9,0.23906396523726403
111,0.57071382815853389,0.19571497787472175,0.1948708693429278,0.038700324623816548,1,A0A7U4GHF9,0.25746672134338555
112,0.53410170429541692,0.18177690798207141,0.23832599937279575,0.045795388349715992,1,A0A7U4GHF9,0.25363991824132981
113,0.55301575532709069,0.21600409455666483,0.17370653946568218,0.057273610650562509,1,A0A7U4GHF9,0.24141772773196668
114,0.55579509368989211,0.20102019517596265,0.20461578109460379,0.038568930039541406,1,A0A7U4GHF9,0.25260206711381505
115,0.54996416937553005,0.21837224575469655,0.18833332313312923,0.043330261736644136,1,A0A7U4GHF9,0.24368083805401242
116,0.53512976219906294,0.19314120138689653,0.21872534212030598,0.053003694293734409,1,A0A7U4GHF9,0.24764416152404578
117,0.50515290869168439,0.234546436740276,0.20269238891225719,0.057608265655782392,1,I7K2S1,0.22482908715008643
118,0.54583490715356631,0.23101787405388208,0.17906194891456534,0.044085269877986402,1,A0A7U4GHF9,0.23793220721424579
119,0.57790716147476762,0.20156471317174682,0.16659567393838581,0.053932451415099864,1,A0A7U4GHF9,0.2525853101626172
120,0.52042296768788188,0.25551660577707053,0.18031598715436448,0.043744439380683176,1,I7K2S1,0.22311489778128935
121,0.56269073737116304,0.21129292064604616,0.17178767845547291,0.054228663527317818,1,A0A7U4GHF9,0.24588980849049114
122,0.58475772035258344,0.18440562217053635,0.17471194146555069,0.05612471601132963,1,A0A7U4GHF9,0.25976491141637081
123,0.59903468980052155,0.18802391131379187,0.1706445481713123,0.04229685071437423,1,A0A7U4GHF9,0.26491009441342739
124,0.54198104970838068,0.21079309244255301,0.1931233224515452,0.054102535397521058,1,A0A7U4GHF9,0.24206952605175536
125,0.62653524076136791,0.15966513262744331,0.1651001374093862,0.048699489201802747,1,A0A7U4GHF9,0.27918629369293113
126,0.53071922528397009,0.18554363376752869,0.22279986608578262,0.060937274862718632,1,A0A7U4GHF9,0.24749964219912934
127,0.58648359688059915,0.18407686971592524,0.18499393737933478,0.044445596024140686,1,A0A7U4GHF9,0.26336287612313769
128,0.57984513791127124,0.17565539587765308,0.19231179069240342,0.052187675518672275,1,A0A7U4GHF9,0.26314385119405814
129,0.56647945507620334,0.17961651371247728,0.21603340766980836,0.03787062354151103,1,A0A7U4GHF9,0.26289746945005077
130,0.51755833340135005,0.23712186152928599,0.18327621201127997,0.062043593058083983,1,I7K2S1,0.22520665928580652
131,0.58340766761376361,0.19894615334904525,0.17924512007907534,0.038401058958115838,1,A0A7U4GHF9,0.25881320805999275
132,0.51020593526079216,0.24746631119280915,0.19058476903689606,0.05174298450950264,1,I7K2S1,0.22184704123573717
133,0.55712049639267469,0.19018023734119063,0.19564625577276734,0.057053010493367196,1,A0A7U4GHF9,0.25195756887356724
134,0.56376902244744798,0.20582950166823288,0.17395224716148078,0.056449228722838529,1,A0A7U4GHF9,0.24755146510436699
135,0.56606826021829371,0.17017574679051931,0.21171690779551708,0.052039085195669958,1,A0A7U4GHF9,0.26254913034144778
136,0.6310994489819205,0.16292221950743821,0.16125009600982015,0.044728235500821188,1,A0A7U4GHF9,0.27992314611637303
137,0.567281724345993,0.18982398733760203,0.18797376735069302,0.054920520965711976,1,A0A7U4GHF9,0.254647032190779
138,0.5787926441463771,0.20740818369663261,0.17674261084342144,0.037056561313568923,1,A0A7U4GHF9,0.25510200602529398
139,0.48737699126714268,0.23710051441765628,0.22627160193353851,0.049250892381662616,1,I7K2S1,0.22198227154458428
140,0.53918747647466736,0.20775014651317258,0.2029918970874523,0.050070479924707818,1,A0A7U4GHF9,0.24374826848005182
141,0.48785492555586152,0.20887548497798175,0.2473833403008055,0.055886249165351273,1,A0A7U4GHF9,0.23174627640217449
142,0.48551346748359536,0.24689709944199539,0.21934375881104076,0.048245674263368447,1,I7K2S1,0.21722118533667967
143,0.54334478163766908,0.18993299778800735,0.20763207677813755,0.059090143796185872,1,A0A7U4GHF9,0.248814559582061
144,0.53198694056150941,0.18971013707422543,0.22798866636733497,0.050314255996930145,1,A0A7U4GHF9,0.24903949288339178
145,0.57579745316962039,0.17540549416551818,0.19628498924621046,0.052512063418651049,1,A0A7U4GHF9,0.26236045486667992
146,0.60187800250334145,0.19044732892225955,0.15635224668242242,0.051322421891976597,1,A0A7U4GHF9,0.26213162395196421
147,0.59717842393905596,0.16461118028330993,0.19177073235829648,0.046439663419337536,1,A0A7U4GHF9,0.27221052183372729
148,0.55236940455216998,0.18205525351165086,0.22022695112341634,0.04534839081276288,1,A0A7U4GHF9,0.25722064870866945
149,0.57519101268543948,0.17177209092257231,0.21228971016179077,0.040747186230197421,1,A0A7U4GHF9,0.266764984541074
150,0.51930764088579129,0.20668464961986718,0.21969399791313574,0.054313711581205758,1,A0A7U4GHF9,0.23912800724141148
151,0.5586354873621534,0.20292713607153542,0.18480972797362955,0.053627648592681439,1,A0A7U4GHF9,0.24839563854947544
152,0.54156122981231503,0.22708056678904098,0.183923440378888,0.047434763019755979,1,A0A7U4GHF9,0.23767407231206061
153,0.52532723021855976,0.2157157743124995,0.2120084842519635,0.046948511216977219,1,A0A7U4GHF9,0.23889648488763926
154,0.54038066115186822,0.18455411830630977,0.22306757828508561,0.051997642256736476,1,A0A7U4GHF9,0.25215787165639925
155,0.51692656079068833,0.22281339506143621,0.2104073020692544,0.049852742078621115,1,A0A7U4GHF9,0.23381638623697842
156,0.61795624307032415,0.17004281250715009,0.17255230244440437,0.0394486419781215,1,A0A7U4GHF9,0.2761077452336741
157,0.48524351708771635,0.2129094774877999,0.24947541607838244,0.052371589346101345,1,A0A7U4GHF9,0.230668914916906
158,0.49933421376986648,0.22906773441346284,0.21086688849027907,0.060731163326391766,1,I7K2S1,0.22499180143856834
159,0.5577586636371924,0.18546169734376011,0.21220029932245069,0.044579339696596894,1,A0A7U4GHF9,0.25720216356339576
160,0.54352147312960786,0.2237385631668577,0.17448587357729076,0.058254090126243732,1,A0A7U4GHF9,0.23640237153124233
161,0.60687085772797622,0.18716187411440693,0.16059886308310609,0.045368405074510926,1,A0A7U4GHF9,0.26593718681725609
162,0.53891838859892804,0.23850948407693581,0.17412614241589372,0.048445984908242458,1,A0A7U4GHF9,0.23260273744200544
163,0.56223028631217131,0.21731443474679993,0.16362851167917422,0.05682676726185449,1,A0A7U4GHF9,0.24284485861554816
164,0.51056895399344815,0.22398996612690314,0.20748891652652157,0.057952163353127216,1,A0A7U4GHF9,0.2299585361320563
165,0.61506771038963781,0.18045812478295223,0.16021218156114672,0.04426198326626319,1,A0A7U4GHF9,0.27034684285154653
166,0.51119082913434366,0.1787897812002954,0.24530620664190619,0.064713183023454704,1,A0A7U4GHF9,0.24520568423607081
167,0.49465966708866632,0.2343026877336209,0.22557779433639233,0.04545985084132044,1,I7K2S1,0.22630459851220897
168,0.53111796982692416,0.19758258883345575,0.21480807118659212,0.056491370153027957,1,A0A7U4GHF9,0.24425943093687918
169,0.54079176450690647,0.20705987058518818,0.20444625583154077,0.047702109076364699,1,A0A7U4GHF9,0.24495641354993214
170,0.52466690038401553,0.20511531044106665,0.22487896925056694,0.045338819924350827,1,A0A7U4GHF9,0.24317346980527788
171,0.57809663813879764,0.20400692666761919,0.16617152275018399,0.051724912443399114,1,A0A7U4GHF9,0.25229999372884282
172,0.58880234488417971,0.16727036171390169,0.19814221171753144,0.045785081684387288,1,A0A7U4GHF9,0.26975505440531067
173,0.58498026123059166,0.17225400350601153,0.19824470572538019,0.044521029538016649,1,A0A7U4GHF9,0.26748078173507051
174,0.56904015552082332,0.20259684814306284,0.17743466864221241,0.050928327693901466,1,A0A7U4GHF9,0.25127517375402453
175,0.50333309525678449,0.24075197959702405,0.19944284770912502,0.056472077437066379,1,I7K2S1,0.22181841563403726
176,0.54109631587407891,0.20855351268685465,0.19959262928400287,0.050757542155063604,1,A0A7U4GHF9,0.24363505694503507
177,0.54764487443586518,0.21772086175392691,0.1771522908690229,0.057481972941185115,1,A0A7U4GHF9,0.23967011756234813
178,0.54299279208726792,0.18164946928480899,0.22178839198834682,0.053569346639576264,1,A0A7U4GHF9,0.25333409460261391
179,0.54796004075789917,0.21607129525894217,0.18639831434061568,0.049570349642542977,1,A0A7U4GHF9,0.24247561313205912
180,0.47562303772134451,0.22948679816108317,0.24310516940207585,0.051784994715496607,1,I7K2S1,0.22189636807640056
181,0.53302710742136306,0.2124068316331813,0.20398493452512353,0.050581126420332141,1,A0A7U4GHF9,0.24066340548367748
182,0.53302939952606898,0.229406006249537,0.180873198739294,0.056691395485100125,1,A0A7U4GHF9,0.23265037280822332
183,0.57178057039912156,0.19382373698540112,0.18946895494196109,0.04492673767351632,1,A0A7U4GHF9,0.25671088373828432
184,0.48903607325777648,0.23302695247530783,0.22262714109284135,0.055309833174074383,1,I7K2S1,0.22235749664299842
185,0.51316700183032848,0.19213876319344286,0.2352013181348219,0.059492916841406805,1,A0A7U4GHF9,0.24199032866085946
186,0.56602191196437068,0.19859938495214449,0.18605562793641997,0.049323075147064917,1,A0A7U4GHF9,0.25261582156096785
187,0.58830046975853079,0.17180645235586428,0.18886432076831886,0.051028757117285904,1,A0A7U4GHF9,0.26654799103737148
188,0.58729714580525627,0.20253015808540575,0.16390111121607193,0.046271584893266118,1,A0A7U4GHF9,0.25611421273828683
189,0.54192784508543068,0.21579384046782965,0.18690974476239616,0.055368569684343609,1,A0A7U4GHF9,0.23984456215138217
190,0.51942654559539114,0.22426443855116643,0.20776578360964115,0.048543232243801249,1,A0A7U4GHF9,0.23411220591260196
191,0.57975342160281063,0.19841847863262788,0.17990727306741361,0.041920826697148056,1,A0A7U4GHF9,0.2573521782742032
192,0.57242214012215187,0.15393758825087667,0.22186664763941691,0.051773623987554682,1,A0A7U4GHF9,0.26994695090780851
193,0.56461631201205797,0.20961647866800895,0.17326733064609884,0.052499878673834238,1,A0A7U4GHF9,0.24735845326714079
194,0.60872718219576216,0.16269837411898094,0.18217919249136569,0.046395251193891332,1,A0A7U4GHF9,0.2751931833286797
195,0.56150620391552897,0.19645311850993416,0.19568531178072157,0.046355365793815419,1,A0A7U4GHF9,0.25333641877918034
196,0.5681116895292454,0.17795736866374198,0.20718942375515001,0.046741518051862628,1,A0A7U4GHF9,0.26145447601791894
197,0.56220623780171175,0.20028183183107612,0.18930966441863434,0.048202265948577759,1,A0A7U4GHF9,0.25154169629510059
198,0.53808440895493825,0.22067699587896611,0.20147486823452912,0.039763726931566427,1,A0A7U4GHF9,0.24145685412042817
199,0.58122140849914949,0.15817061936374183,0.21366443044024575,0.046943541696862899,1,A0A7U4GHF9,0.27137521743206816
200,0.56395552799010618,0.18418566252648344,0.20334545954823502,0.048513349935175518,1,A0A7U4GHF9,0.25783279852733298
201,0.56097101881025857,0.18303908532513175,0.19945648972370938,0.056533406140900251,1,A0A7U4GHF9,0.25552531905867815
202,0.51378533251275271,0.18401082102020572,0.25658107115954149,0.045622775307500064,1,A0A7U4GHF9,0.24888419642995541
203,0.58486900287945842,0.16907911706649326,0.19086368421218491,0.055188195841863338,1,A0A7U4GHF9,0.26578306696667975
204,0.55302195754835315,0.18877957814281879,0.21313272458003174,0.045065739728796336,1,A0A7U4GHF9,0.25490346703068589
205,0.51844933725172737,0.22747172144268918,0.20686270708778964,0.047216234217793772,1,A0A7U4GHF9,0.23307585677142606
206,0.56978695640625743,0.19220578559094847,0.19307253469345345,0.044934723309340743,1,A0A7U4GHF9,0.25692613678383069
207,0.48787042575550477,0.20273124967958517,0.25032725317422477,0.059071071390685383,1,A0A7U4GHF9,0.23319664341483481
208,0.58579398203552135,0.20929923852958943,0.15787212539507212,0.047034654039817173,1,A0A7U4GHF9,0.25307860172221741
209,0.51247315170866403,0.19664320398936966,0.23300920817209797,0.057874436129868374,1,A0A7U4GHF9,0.24060138029418765
210,0.56734202499234754,0.19707508485886624,0.18704802000471701,0.048534870144069112,1,A0A7U4GHF9,0.2536565687516753
211,0.60817765538657076,0.16805952572336291,0.16569341851328789,0.058069400376778366,1,A0A7U4GHF9,0.26993983209646621
212,0.56426347059080395,0.18126547180416286,0.20849070631616495,0.045980351288868279,1,A0A7U4GHF9,0.25966802851630033
213,0.58467596789425291,0.19376705349873888,0.16764786370532278,0.053909114901685339,1,A0A7U4GHF9,0.25683530830240997
214,0.52658089348558013,0.20164857003466055,0.20850617439852479,0.063264362081234579,1,A0A7U4GHF9,0.24003020884622384
215,0.56231691229496583,0.17638323775110354,0.22046913129441784,0.040830718659512745,1,A0A7U4GHF9,0.2625017543757211
216,0.47147728966330177,0.23728260924567535,0.24427691240743457,0.046963188683588335,1,I7K2S1,0.21875584703370576
217,0.57318171835474541,0.16963614103606559,0.21188327950245103,0.045298861106737927,1,A0A7U4GHF9,0.26595054533028639
218,0.60116681015600515,0.16374302138680755,0.18169580360079907,0.0533943648563883,1,A0A7U4GHF9,0.27144569031094867
219,0.58230782115849089,0.16336752500886187,0.21179322590945673,0.042531427923190465,1,A0A7U4GHF9,0.27082472369373389
220,0.50449287881201543,0.20153089942234428,0.23915631646460836,0.054819905301031882,1,A0A7U4GHF9,0.2380326591258265
221,0.54216505423022399,0.21636690156505545,0.17962400384567126,0.061844040359049342,1,A0A7U4GHF9,0.23793623230692462
222,0.60134046336915914,0.17246890584804528,0.17496550233052066,0.051225128452274928,1,A0A7U4GHF9,0.26879169397630853
223,0.48953346831068922,0.18513747072107878,0.26001700562283847,0.065312055345393472,1,A0A7U4GHF9,0.238439023139842
224,0.50629777691829436,0.23899482388686649,0.21028251949499666,0.044424879699842441,1,A0A7U4GHF9,0.22713525231131404
225,0.51029117681642644,0.23462632721720969,0.19941281683954876,0.055669679126815086,1,A0A7U4GHF9,0.22653076824172602
226,0.58883489735345262,0.14465442204736503,0.21317452482410115,0.053336155775081183,1,A0A7U4GHF9,0.27620969905943382
227,0.50324547584953094,0.20953484418390117,0.2347299443056953,0.052489735660872644,1,A0A7U4GHF9,0.23541518511328796
228,0.55212331990689323,0.21954543709112889,0.18535791962815204,0.042973323373825867,1,A0A7U4GHF9,0.2437583547413793
229,0.55080556252859392,0.21805636728568262,0.18159781140387368,0.049540258781849734,1,A0A7U4GHF9,0.2422949427308817
230,0.56236872810331895,0.22899223486121223,0.16576606980934033,0.04287296722612844,1,A0A7U4GHF9,0.24224379014273456
231,0.50500960911052406,0.20240363066962749,0.24798271924761292,0.044604040972235394,1,A0A7U4GHF9,0.24055116102633889
232,0.5241320653168392,0.22407269556308451,0.18893325337063965,0.062861985749436716,1,A0A7U4GHF9,0.23125521901760759
