score_version,source_accession,pair_id,candidate_record_id,ordinary_candidate_policy,forced_rank_status,hard_coded_priority_status,gold_standard_bonus_status,Q9T0Z9_prior_E6_evidence_status,E6_1_sequence_function_score,E6_1_score_status,E6_2_structure_reliability_score,E6_2_score_status,E6_3_interaction_docking_score,E6_3_score_status,E6_4_constructability_expression_score,E6_4_score_status,E6_5_solubility_aggregation_chaperone_score,E6_5_score_status,E6_6_application_engineering_score,E6_6_score_status,E6_score_status,E6_evidence_completeness_status,E6_limited_evidence_flags
v5.4.8u,A0A449C555,A0A449C555__V52_B0_5ab0ec1ff4be719d99fd__compound5,V52_B0_5ab0ec1ff4be719d99fd,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.588023,limited_evidence,0.725000,limited_evidence,0.972891,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A449C5Q6,A0A449C5Q6__V52_B0_50c85654008871c8b9cf__compound5,V52_B0_50c85654008871c8b9cf,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.522549,limited_evidence,1.000000,computed,0.654370,limited_evidence,0.775000,limited_evidence,0.884615,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A449C5Z2,A0A449C5Z2__V52_B0_814e6a30a8cec12fad65__compound5,V52_B0_814e6a30a8cec12fad65,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.600980,limited_evidence,1.000000,computed,0.597864,computed,0.825000,limited_evidence,0.955729,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A6M3G9R6,A0A6M3G9R6__V52_B0_47ae88a6e130d5fe507c__compound5,V52_B0_47ae88a6e130d5fe507c,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.731735,limited_evidence,0.725000,limited_evidence,0.952811,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A7D3UKK9,A0A7D3UKK9__V52_B0_fe003843f725cc65d2de__compound5,V52_B0_fe003843f725cc65d2de,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.366667,limited_evidence,1.000000,computed,0.650983,limited_evidence,0.750000,limited_evidence,0.897287,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A7U4GE98,A0A7U4GE98__V52_B0_eeff15dfb7ab2760e3db__compound5,V52_B0_eeff15dfb7ab2760e3db,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.658104,computed,0.975000,limited_evidence,0.803798,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A7U4GHF9,A0A7U4GHF9__V52_B0_fbf3d9e4a576d70660eb__compound5,V52_B0_fbf3d9e4a576d70660eb,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.405882,limited_evidence,1.000000,computed,0.703851,limited_evidence,0.700000,limited_evidence,0.928934,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A7U4JZS3,A0A7U4JZS3__V52_B0_213ae9594ccd596735cc__compound5,V52_B0_213ae9594ccd596735cc,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.506754,limited_evidence,0.975000,limited_evidence,0.916666,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0A9P1PWH0,A0A9P1PWH0__V52_B0_06498fa95a8529a6e827__compound5,V52_B0_06498fa95a8529a6e827,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.484314,limited_evidence,1.000000,computed,0.910451,computed,0.800000,limited_evidence,0.933604,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAD2UYA7,A0AAD2UYA7__V52_B0_992f5c237d53c9817f63__compound5,V52_B0_992f5c237d53c9817f63,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.630693,limited_evidence,0.925000,limited_evidence,0.924460,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE7CTI2,A0AAE7CTI2__V52_B0_89ea6bfef82cd651d3d4__compound5,V52_B0_89ea6bfef82cd651d3d4,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.522549,limited_evidence,1.000000,computed,0.609872,limited_evidence,0.975000,limited_evidence,0.878572,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE7S353,A0AAE7S353__V52_B0_f9610b272d332c1d8ac9__compound5,V52_B0_f9610b272d332c1d8ac9,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.334314,limited_evidence,1.000000,computed,0.647325,computed,0.475000,limited_evidence,0.976831,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE7V5N4,A0AAE7V5N4__V52_B0_16f147005e1596182f59__compound5,V52_B0_16f147005e1596182f59,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.484314,limited_evidence,1.000000,computed,0.775470,limited_evidence,0.750000,limited_evidence,0.894057,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE9FQ76,A0AAE9FQ76__V52_B0_4d659282a14eb1343085__compound5,V52_B0_4d659282a14eb1343085,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.425490,limited_evidence,1.000000,computed,0.593538,limited_evidence,0.750000,limited_evidence,0.958224,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE9FSZ1,A0AAE9FSZ1__V52_B0_391873faf7cd0b211011__compound5,V52_B0_391873faf7cd0b211011,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.425490,limited_evidence,1.000000,computed,0.733114,limited_evidence,0.800000,limited_evidence,0.912144,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAE9FUR5,A0AAE9FUR5__V52_B0_3be894516b034d93ccea__compound5,V52_B0_3be894516b034d93ccea,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.445098,limited_evidence,1.000000,computed,0.688530,limited_evidence,0.750000,limited_evidence,0.963495,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAT9S6U3,A0AAT9S6U3__V52_B0_e8153b241c322ebe0ce2__compound5,V52_B0_e8153b241c322ebe0ce2,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.393137,limited_evidence,1.000000,computed,0.694547,limited_evidence,0.475000,limited_evidence,0.972267,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,A0AAX4Q2K6,A0AAX4Q2K6__V52_B0_e1888fad7884237478d2__compound5,V52_B0_e1888fad7884237478d2,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.483333,limited_evidence,1.000000,computed,0.656130,computed,0.925000,limited_evidence,0.978261,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,Q9T0Z9,Q9T0Z9__V52_B0_4258e8231588fe960a0e__compound5,V52_B0_4258e8231588fe960a0e,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,provenance_only,0.393137,limited_evidence,1.000000,computed,0.558871,computed,0.575000,limited_evidence,0.978682,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,B3VCL5,B3VCL5__V52_B0_013acaaa5777bf04bd7f__compound5,V52_B0_013acaaa5777bf04bd7f,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.451961,limited_evidence,1.000000,computed,0.760320,computed,0.475000,limited_evidence,0.945958,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,F4N2J8,F4N2J8__V52_B0_678901de5475dc45ea34__compound5,V52_B0_678901de5475dc45ea34,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.566419,computed,0.975000,limited_evidence,0.790323,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,F4N729,F4N729__V52_B0_989606a9637da31f7cad__compound5,V52_B0_989606a9637da31f7cad,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.522549,limited_evidence,1.000000,computed,0.451909,computed,0.925000,limited_evidence,0.975806,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,I6Q9A1,I6Q9A1__V52_B0_5226a1244fdf64614579__compound5,V52_B0_5226a1244fdf64614579,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.412745,limited_evidence,1.000000,computed,0.615417,limited_evidence,0.475000,limited_evidence,0.970430,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,I7K2S1,I7K2S1__V52_B0_a1449c6f756547d68d82__compound5,V52_B0_a1449c6f756547d68d82,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.502941,limited_evidence,1.000000,computed,0.800510,computed,0.825000,limited_evidence,0.926911,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,I7K324,I7K324__V52_B0_32ddd655691f86d6b241__compound5,V52_B0_32ddd655691f86d6b241,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.334314,limited_evidence,1.000000,computed,0.672626,limited_evidence,0.275000,limited_evidence,0.859787,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
v5.4.8u,I7K3G3,I7K3G3__V52_B0_834319d12b31cd56a894__compound5,V52_B0_834319d12b31cd56a894,ordinary_candidate,not_forced,not_hard_coded,no_gold_standard_bonus,not_Q9T0Z9,0.295098,limited_evidence,1.000000,computed,0.658974,limited_evidence,0.425000,limited_evidence,0.922646,limited_evidence,1.000000,limited_evidence,computed,limited_evidence_handled,E6_1_ESM2_not_included_no_imputation;E6_1_physicochemical_neutral_missing_anchor_not_measured;E6_3_pose_contact_PASS_REVIEW_REQUIRED_multiplier_0_88;E6_4_partial_local_raw_indicators_only;E6_5_partial_local_raw_indicators_only;E6_6_partial_local_raw_indicators_only
