run_id,clean_candidate_id,accession,sequence_sha256,analysis_source,signature_database,signature_accession,signature_description,interpro_accession,interpro_description,start,end,evalue,evidence_status,function_axis_hint,function_axis_confidence,rbp_signal,lysin_signal,amp_signal,ambiguous_function_signal,notes
RUN_20260611_094850,V52_B1_1c0cffb89096a4367505,A0AAE9FSZ1,1c0cffb89096a4367505ba7d2a130c45a67699827289cac5a4168744a1456253,local_interproscan,PANTHER,PTHR35862,FELS-2 PROPHAGE PROTEIN,IPR052726,Bacteriophage Baseplate Hub,24,320,2.1E-16,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1c0cffb89096a4367505,A0AAE9FSZ1,1c0cffb89096a4367505ba7d2a130c45a67699827289cac5a4168744a1456253,local_interproscan,Pfam,PF05954,Phage tail baseplate hub (GPD),,,96,367,1.8E-15,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1c0cffb89096a4367505,A0AAE9FSZ1,1c0cffb89096a4367505ba7d2a130c45a67699827289cac5a4168744a1456253,local_interproscan,SUPERFAMILY,SSF69279,Phage tail proteins,,,15,188,3.51E-26,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,Gene3D,G3DSA:1.20.5.960,Bacteriophage t4 gene product 9 (gp9),,,17,51,1.3E-21,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,Pfam,PF07880,"Bacteriophage T4 gp9/10-like protein, N-terminal",IPR008987,"Baseplate structural protein Gp9/Gp10, N-terminal domain",7,168,3.0E-70,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,SUPERFAMILY,SSF50017,gp9,IPR036240,Gp9-like superfamily,1,288,7.72E-112,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,Gene3D,G3DSA:2.60.40.1680,,IPR027412,Baseplate structural protein Gp9 C-terminal domain superfamily,170,283,7.6E-43,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,Pfam,PF23618,"Bacteriophage T4 gp9/10-like protein, C-terminal",IPR056391,"Baseplate protein gp9-like, C-terminal",169,272,2.2E-38,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_1dd7cfdf14ac10499a24,A0A449C5Z2,1dd7cfdf14ac10499a242a2a50492f988b9e12532004ff5282369331d697e3ae,local_interproscan,Gene3D,G3DSA:2.60.120.640,gp9,IPR027411,Baseplate structural protein Gp9/Gp10 middle domain superfamily,67,169,5.2E-41,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,Coils,Coil,Coil,,,158,185,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,Coils,Coil,Coil,,,623,643,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,163,198,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,177,198,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,235,258,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,247,258,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,ProSiteProfiles,PS51688,Intramolecular chaperone auto-processing (ICA) domain profile.,IPR030392,Intramolecular chaperone auto-processing domain,539,644,16.808466,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,Pfam,PF03906,"Phage T7 tail fibre protein, N-terminal",IPR005604,"Bacteriophage T7 tail fibre protein-like, N-terminal domain",1,155,3.9E-55,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_237c0c8d6d1fc671fe1d,Q9T0Z9,237c0c8d6d1fc671fe1d6b4fc132154cf7b8044ec87216cbfb35e32c9c2f3c0d,local_interproscan,Pfam,PF13884,Chaperone of endosialidase,IPR030392,Intramolecular chaperone auto-processing domain,539,607,1.2E-8,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_29627bbbe8ea7dfe2e35,F4N2J8,29627bbbe8ea7dfe2e35208c062a4d62f00d351d957679077a1167c0ec281378,local_interproscan,Pfam,PF02413,"Caudovirales tail fibre assembly protein, lambda gpK",IPR003458,"Bacteriophage T4, Gp38, tail fibre assembly",77,154,3.0E-13,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2cac81f244e27885be63,A0A7U4JZS3,2cac81f244e27885be637b43068da76fff60c1cab369ba5833ba5674a22b36ce,local_interproscan,Pfam,PF02413,"Caudovirales tail fibre assembly protein, lambda gpK",IPR003458,"Bacteriophage T4, Gp38, tail fibre assembly",125,208,8.5E-12,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Pfam,PF21472,"Baseplate structural protein gp6, C-terminal domain II",IPR049028,"Baseplate structural protein gp6, C-terminal domain II",494,617,2.0E-50,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Gene3D,G3DSA:3.30.300.200,,,,334,410,7.9E-30,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Pfam,PF21515,"Baseplate wedge protein gp6, domain II",IPR049029,"Baseplate wedge protein gp6, domain II, first",105,170,2.8E-35,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Hamap,MF_04102,Baseplate wedge protein gp6.,IPR034698,Baseplate wedge protein gp6,11,660,48.460827,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Pfam,PF21387,"Baseplate structural protein gp6, C-terminal domain I",IPR049027,"Baseplate structural protein gp6, C-terminal domain I",341,409,6.1E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Pfam,PF21379,"Baseplate wedge protein gp6-like, helical domain",IPR049026,"Baseplate wedge protein gp6-like, N-terminal helical domain",25,98,1.2E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_2f706398545e9484cf3a,A0A449C531,2f706398545e9484cf3ab23de0e4d902e5f2983144699b324256cbe738e03593,local_interproscan,Pfam,PF21871,"Baseplate structural protein gp6, C-terminal domain III",IPR054065,"Baseplate wedge protein gp6, C-terminal domain III",412,487,2.7E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,Pfam,PF07880,"Bacteriophage T4 gp9/10-like protein, N-terminal",IPR008987,"Baseplate structural protein Gp9/Gp10, N-terminal domain",2,145,6.9E-31,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,Hamap,MF_04106,Baseplate wedge protein gp10.,IPR034695,Baseplate wedge protein gp10,1,608,48.987553,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,SUPERFAMILY,SSF50017,gp9,IPR036240,Gp9-like superfamily,1,204,4.18E-66,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,Pfam,PF21939,"Baseplate structural protein Gp10, C-terminal domain",IPR053827,"Baseplate structural protein Gp10, C-terminal domain",455,607,4.7E-48,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,Pfam,PF23618,"Bacteriophage T4 gp9/10-like protein, C-terminal",IPR056391,"Baseplate protein gp9-like, C-terminal",160,268,2.2E-5,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3124183e9821df432db7,A0A0B4ZXE3,3124183e9821df432db7ac3c768868a86e973dbef06e467487b2cb79b378a225,local_interproscan,Pfam,PF22670,Baseplate wedge protein gp10 domain 3,IPR054430,"Baseplate wedge protein gp10, domain 3",271,393,1.0E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_31af91cfbc9aa9e674fa,I7K2S1,31af91cfbc9aa9e674fab1a2bd2b1581405808214a027ab656f63716f9b8f75a,local_interproscan,Pfam,PF23779,Bacteriophage Baseplate Tube Protein Family,IPR056389,Baseplate tube protein p140,1,297,2.0E-134,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_37276c3a50e79940a814,A0A6M3G9R6,37276c3a50e79940a814c237c70db0dbb257dbdba752b9d03f0ef451023bf234,local_interproscan,Pfam,PF12322,T4 bacteriophage base plate protein,IPR024364,"Baseplate hub assembly protein, bacteriophage T4-like",1,201,1.6E-51,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3d638b35b546184ac847,A0A7U4GHF9,3d638b35b546184ac847c1288314396dd0dfb7da01d79fcb31a8d5759bb74eb7,local_interproscan,Pfam,PF04865,Baseplate J-like protein,IPR006949,Baseplate protein J-like,82,308,6.0E-22,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_3d638b35b546184ac847,A0A7U4GHF9,3d638b35b546184ac847c1288314396dd0dfb7da01d79fcb31a8d5759bb74eb7,local_interproscan,PANTHER,PTHR37829,PHAGE-LIKE ELEMENT PBSX PROTEIN XKDT,IPR052399,Phage Baseplate Assembly Protein,69,268,1.1E-9,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4162ecdd071e275c3f9f,A0AAD2UYA7,4162ecdd071e275c3f9f01dc72a0b5175b5a1e0394dbd5a1cb3340d7fb46b9bc,local_interproscan,Pfam,PF02413,"Caudovirales tail fibre assembly protein, lambda gpK",IPR003458,"Bacteriophage T4, Gp38, tail fibre assembly",77,137,0.27,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_43673ebc598b71fc3692,A0A449C3Z7,43673ebc598b71fc36926840a497682eff2af35975666ab1aed35ce712cd2865,local_interproscan,Pfam,PF03903,Phage T4 tail fibre,IPR005601,Tail fibre protein p36,85,203,1.7E-19,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Gene3D,G3DSA:3.30.300.200,,,,333,409,1.8E-28,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Pfam,PF21387,"Baseplate structural protein gp6, C-terminal domain I",IPR049027,"Baseplate structural protein gp6, C-terminal domain I",340,408,8.8E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Pfam,PF21472,"Baseplate structural protein gp6, C-terminal domain II",IPR049028,"Baseplate structural protein gp6, C-terminal domain II",495,606,3.5E-43,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Hamap,MF_04102,Baseplate wedge protein gp6.,IPR034698,Baseplate wedge protein gp6,10,650,48.111961,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Pfam,PF21379,"Baseplate wedge protein gp6-like, helical domain",IPR049026,"Baseplate wedge protein gp6-like, N-terminal helical domain",24,97,1.4E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Pfam,PF21871,"Baseplate structural protein gp6, C-terminal domain III",IPR054065,"Baseplate wedge protein gp6, C-terminal domain III",411,488,2.3E-36,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4cf9be016acb222c9dd8,A0A1V0DXT2,4cf9be016acb222c9dd82907ec96196678519449cf00555117b10875c818a327,local_interproscan,Pfam,PF21515,"Baseplate wedge protein gp6, domain II",IPR049029,"Baseplate wedge protein gp6, domain II, first",104,169,3.6E-31,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4e6298264c5c9d8277fc,I7LHJ5,4e6298264c5c9d8277fc76adabec82cca067fc5e5dad4c5bff54a37d0dd7dc9c,local_interproscan,Gene3D,G3DSA:2.20.20.20,,IPR043180,"Baseplate structural protein Gp11, C-terminal domain",67,217,2.2E-60,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4e6298264c5c9d8277fc,I7LHJ5,4e6298264c5c9d8277fc76adabec82cca067fc5e5dad4c5bff54a37d0dd7dc9c,local_interproscan,Pfam,PF08677,GP11 baseplate wedge protein,IPR014791,Baseplate structural protein Gp11,1,219,3.9E-110,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4e6298264c5c9d8277fc,I7LHJ5,4e6298264c5c9d8277fc76adabec82cca067fc5e5dad4c5bff54a37d0dd7dc9c,local_interproscan,SUPERFAMILY,SSF56558,Baseplate structural protein gp11,IPR036214,Baseplate structural protein Gp11 superfamily,12,219,4.97E-84,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4e6298264c5c9d8277fc,I7LHJ5,4e6298264c5c9d8277fc76adabec82cca067fc5e5dad4c5bff54a37d0dd7dc9c,local_interproscan,Gene3D,G3DSA:3.90.1160.10,"Baseplate structural protein gp11, finger domain",IPR015976,"Bacteriophage T4, Gp11, C-terminal finger domain",81,189,2.2E-60,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_4e6298264c5c9d8277fc,I7LHJ5,4e6298264c5c9d8277fc76adabec82cca067fc5e5dad4c5bff54a37d0dd7dc9c,local_interproscan,Gene3D,G3DSA:1.10.286.30,,IPR015982,"Baseplate structural protein Gp11, N-terminal domain superfamily",1,63,1.1E-30,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_5f5f9211ef028b655d15,S5MLA1,5f5f9211ef028b655d15e9047abd7cb1c6e487af81719a9daa092beac5738a0a,local_interproscan,Pfam,PF21721,Phage tail fibre adhesin Gp38 N-terminal domain,IPR048291,"Phage tail fibre adhesin Gp38, N-terminal domain",8,49,8.0E-16,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_5f5f9211ef028b655d15,S5MLA1,5f5f9211ef028b655d15e9047abd7cb1c6e487af81719a9daa092beac5738a0a,local_interproscan,Pfam,PF05268,Phage tail fibre adhesin Gp38,IPR007932,Receptor-recognising protein Gp38,54,267,2.0E-67,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Hamap,MF_04102,Baseplate wedge protein gp6.,IPR034698,Baseplate wedge protein gp6,11,660,48.41383,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Pfam,PF21515,"Baseplate wedge protein gp6, domain II",IPR049029,"Baseplate wedge protein gp6, domain II, first",105,170,2.8E-35,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Gene3D,G3DSA:3.30.300.200,,,,334,410,7.9E-30,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
