rank_version,source_accession,pair_id,candidate_record_id,ordinary_candidate_policy,forced_rank_status,hard_coded_priority_status,manual_override_status,gold_standard_bonus_status,Q9T0Z9_prior_E6_evidence_status,G_pre1_target_engineering_composite_rank,G_pre1_target_engineering_composite_score,target_context_score,target_organism_score,target_organism_class,phage_origin_score,phage_origin_class,target_origin_manual_review_required,docking_support_score,solubility_no_chaperone_score,E6_5_solubility_aggregation_chaperone_score,curated_no_external_chaperone_required_strength,curated_soluble_expression_strength,global_engineering_residual_score,E7_unlocked_score,E7_unlocked_rank,E6_total_score,source_organism,target_organism,phage_host,product_annotation,ranking_status,old_G_pre1_status,G_pre2_status,E6_status,E7_status,tie_breaker_order
v5.4.8z2,A0A6M3G9R6,A0A6M3G9R6__V52_B0_47ae88a6e130d5fe507c__compound5,V52_B0_47ae88a6e130d5fe507c,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,11,0.590372,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.731735,0.571687,0.952811,0.000000,0.000000,0.818748,0.818748,89,0.818748,Yersinia phage vB_YepM_ZN18,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A0P0LE96,A0A0P0LE96__V52_B0_4789944fd54cabfb50cc__compound5,V52_B0_4789944fd54cabfb50cc,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,12,0.589310,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.736607,0.577865,0.963109,0.000000,0.000000,0.753302,0.753302,665,0.753302,Yersinia phage vB_YenP_AP10,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A0H3NKM1,A0A0H3NKM1__V52_B0_402c2ed5738bec275248__compound5,V52_B0_402c2ed5738bec275248,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,13,0.588103,0.550000,1.000000,Yersinia_enterocolitica_O3_or_YeO3,0.100000,other_unknown_non_phage_or_missing_origin,true,0.679993,0.547286,0.912144,0.000000,0.000000,0.802938,0.802938,209,0.802938,Yersinia enterocolitica subsp. palearctica serotype O:3 (strain DSM 13030 / CIP 106945 / Y11),Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A0U2DXE3,A0A0U2DXE3__V52_B0_62a79aa83a1d1500ad93__compound5,V52_B0_62a79aa83a1d1500ad93,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,14,0.586512,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.715794,0.580055,0.966758,0.000000,0.000000,0.771847,0.771847,533,0.771847,Yersinia phage phiYe-F10,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,S5M3B5,S5M3B5__V52_B0_4532ea7e5bed51960434__compound5,V52_B0_4532ea7e5bed51960434,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,15,0.585871,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.749761,0.549052,0.915086,0.000000,0.000000,0.747164,0.747164,704,0.747164,Yersinia phage PST,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A7U4GE98,A0A7U4GE98__V52_B0_eeff15dfb7ab2760e3db__compound5,V52_B0_eeff15dfb7ab2760e3db,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,16,0.585492,0.575000,0.750000,Yersinia_enterocolitica_non_O3_or_unknown_serotype,0.400000,Yersinia_enterocolitica_bacterial_genome_phage_like,true,0.658104,0.482279,0.803798,0.000000,0.000000,0.823307,0.823307,59,0.823307,Yersinia enterocolitica LC20,Yersinia,Yersinia,Tail fiber assembly protein,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0AAE9FSZ1,A0AAE9FSZ1__V52_B0_391873faf7cd0b211011__compound5,V52_B0_391873faf7cd0b211011,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,17,0.585420,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.733114,0.547286,0.912144,0.000000,0.000000,0.811791,0.811791,126,0.811791,Yersinia phage vB_YenM_56.17,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0AAE9FUR5,A0AAE9FUR5__V52_B0_3be894516b034d93ccea__compound5,V52_B0_3be894516b034d93ccea,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,18,0.582468,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.688530,0.578097,0.963495,0.000000,0.000000,0.807854,0.807854,158,0.807854,Yersinia phage vB_YenM_42.18,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0AAT9S6U3,A0AAT9S6U3__V52_B0_e8153b241c322ebe0ce2__compound5,V52_B0_e8153b241c322ebe0ce2,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,19,0.582123,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.694547,0.583360,0.972267,0.000000,0.000000,0.755825,0.755825,648,0.755825,Yersinia phage vB_YenP_WW1,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0AAX4Q2K6,A0AAX4Q2K6__V52_B0_e1888fad7884237478d2__compound5,V52_B0_e1888fad7884237478d2,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,20,0.579390,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.656130,0.586957,0.978261,0.000000,0.000000,0.840454,0.840454,13,0.840454,Yersinia phage vB_YpM_MHG39,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A449C531,A0A449C531__V52_B0_a473da7455605014f629__compound5,V52_B0_a473da7455605014f629,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,21,0.574831,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.710196,0.537500,0.895834,0.000000,0.000000,0.730825,0.730825,763,0.730825,Yersinia phage fPS-65,Yersinia,Yersinia,Baseplate wedge protein gp6,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0AAE7S353,A0AAE7S353__V52_B0_f9610b272d332c1d8ac9__compound5,V52_B0_f9610b272d332c1d8ac9,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,22,0.572380,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.647325,0.586099,0.976831,0.000000,0.000000,0.738912,0.738912,742,0.738912,Yersinia phage HQ103,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A9P1PWH0,A0A9P1PWH0__V52_B0_06498fa95a8529a6e827__compound5,V52_B0_06498fa95a8529a6e827,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,23,0.570609,0.425000,0.750000,Yersinia_enterocolitica_non_O3_or_unknown_serotype,0.100000,other_unknown_non_phage_or_missing_origin,true,0.910451,0.560162,0.933604,0.000000,0.000000,0.854728,0.854728,2,0.854728,Yersinia enterocolitica,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,Q858U5,Q858U5__V52_B0_9752cc0190d82ba0542c__compound5,V52_B0_9752cc0190d82ba0542c,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,24,0.568694,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.662412,0.538372,0.897287,0.000000,0.000000,0.795734,0.795734,292,0.795734,Yersinia phage L-413C,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A7U4JZS3,A0A7U4JZS3__V52_B0_213ae9594ccd596735cc__compound5,V52_B0_213ae9594ccd596735cc,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,25,0.568445,0.575000,0.750000,Yersinia_enterocolitica_non_O3_or_unknown_serotype,0.400000,Yersinia_enterocolitica_bacterial_genome_phage_like,true,0.506754,0.550000,0.916666,0.000000,0.000000,0.816894,0.816894,99,0.816894,Yersinia enterocolitica LC20,Yersinia,Yersinia,Tail fiber assembly protein,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,I7LHK5,I7LHK5__V52_B0_1da18deb4e2fe666e802__compound5,V52_B0_1da18deb4e2fe666e802,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,26,0.568044,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.620485,0.575831,0.959718,0.000000,0.000000,0.800622,0.800622,232,0.800622,Yersinia phage phiD1,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A0H3NZ47,A0A0H3NZ47__V52_B0_3eceb6098cd2f789468c__compound5,V52_B0_3eceb6098cd2f789468c,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,27,0.567341,0.550000,1.000000,Yersinia_enterocolitica_O3_or_YeO3,0.100000,other_unknown_non_phage_or_missing_origin,true,0.578618,0.548196,0.913660,0.000000,0.000000,0.789563,0.789563,365,0.789563,Yersinia enterocolitica subsp. palearctica serotype O:3 (strain DSM 13030 / CIP 106945 / Y11),Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A449C3Z7,A0A449C3Z7__V52_B0_e0491d4f3d7d3df7cc92__compound5,V52_B0_e0491d4f3d7d3df7cc92,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,28,0.567132,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.645659,0.539083,0.898471,0.000000,0.000000,0.828679,0.828679,43,0.828679,Yersinia phage fPS-90,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,I7K3G3,I7K3G3__V52_B0_834319d12b31cd56a894__compound5,V52_B0_834319d12b31cd56a894,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,29,0.567110,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.658974,0.553588,0.922646,0.000000,0.000000,0.716953,0.716953,787,0.716953,Yersinia phage phi80-18,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A449C5Q6,A0A449C5Q6__V52_B0_50c85654008871c8b9cf__compound5,V52_B0_50c85654008871c8b9cf,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,30,0.566082,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.654370,0.530769,0.884615,0.000000,0.000000,0.806089,0.806089,175,0.806089,Yersinia phage fPS-65,Yersinia,Yersinia,Receptor-recognizing protein gp38,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,I6Q9A1,I6Q9A1__V52_B0_5226a1244fdf64614579__compound5,V52_B0_5226a1244fdf64614579,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,31,0.565565,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.615417,0.582258,0.970430,0.000000,0.000000,0.745599,0.745599,713,0.745599,Yersinia phage YpP-R,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A7D3UKK9,A0A7D3UKK9__V52_B0_fe003843f725cc65d2de__compound5,V52_B0_fe003843f725cc65d2de,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,32,0.565495,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.650983,0.538372,0.897287,0.000000,0.000000,0.777489,0.777489,492,0.777489,Yersinia phage vB_YpM_50,Yersinia,Yersinia,Phage late control D family protein,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
v5.4.8z2,A0A449C440,A0A449C440__V52_B0_ed3d540e9b281f6de46c__compound5,V52_B0_ed3d540e9b281f6de46c,ordinary_candidate,not_forced,not_hard_coded,none,no_gold_standard_bonus,not_Q9T0Z9,33,0.565236,0.525000,0.400000,other_or_genus_only_Yersinia,0.650000,Yersinia_phage_non_enterocolitica_or_unknown_host,true,0.596016,0.578646,0.964410,0.000000,0.000000,0.831068,0.831068,33,0.831068,Yersinia phage fPS-90,Yersinia,Yersinia,,G_pre1_TARGET_ENGINEERING_COMPOSITE_GENERATED,read_only_unmodified,read_only_unmodified,read_only_unmodified,read_only_unmodified,composite_desc;target_context_desc;target_organism_desc;phage_origin_desc;docking_desc;solubility_no_chaperone_desc;E7_score_desc;source_accession_asc
