accession,frozen_rank,rank,score
A0A449C5C7,76,76,0.548730700000
I7LH81,77,77,0.548722200000
A0A1V0DXT5,78,78,0.548588400000
A0A6M3G969,79,79,0.548237350000
A0AAX4Q2X2,80,80,0.547987450000
A0A2D0PE70,81,81,0.547391900000
A0A0H3NU58,82,82,0.546589650000
A0A449C3S4,83,83,0.546547600000
S5MRE6,84,84,0.546476000000
A0A3B8DL31,85,85,0.546421200000
A0AA86IWK5,86,86,0.546154250000
I7J3W0,87,87,0.546076850000
A0A0B5A4J3,88,88,0.544643250000
A0A449C6D2,89,89,0.544182500000
A0A0B5A2V7,90,90,0.543767050000
A0A449C638,91,91,0.543410350000
A0A449C6B7,92,92,0.543227200000
A0A6M3G916,93,93,0.542839750000
S5M3A7,94,94,0.542789600000
I7K354,95,95,0.542148950000
A0A7D3QKX7,96,96,0.540865050000
A0A449C4D0,97,97,0.540579950000
A0A7D3V1W8,98,98,0.540304300000
A0A0B5A2N3,99,99,0.540085450000
A0A449C3T4,100,100,0.540035350000
A0AAX4M7A4,101,101,0.540031550000
A0AAX4Q2U9,102,102,0.539674550000
A0AAD2UWV2,103,103,0.539347400000
A0A0H3NZ59,104,104,0.539163500000
I7KRU3,105,105,0.539061000000
A0A7D3QQ81,106,106,0.538787400000
A0AAE7V728,107,107,0.538631250000
A0AAE9FLD0,108,108,0.538441800000
A0A1V0DXX1,109,109,0.538002300000
A0AAX4M7M8,110,110,0.537889950000
A0A7T9XU25,111,111,0.537662150000
A0A449C5D9,112,112,0.537211050000
A0A0H3NP24,113,113,0.537074550000
A0A3B8DLI7,114,114,0.536984100000
A0A1V0DXS1,115,115,0.536500900000
A0A2D0PCZ8,116,116,0.536222500000
A0A449C3Q1,117,117,0.536072400000
A0A2D0PE10,118,118,0.535999800000
A0A0H3NSE3,119,119,0.535494400000
A0A2H1X991,120,120,0.535354100000
A0A6M3G8D1,121,121,0.535012600000
A0AAE6YPH1,122,122,0.534839900000
A0AAE9FRR2,123,123,0.534694850000
A0AA51VJM6,124,124,0.534592100000
A0AAE9FQ04,125,125,0.534506450000
A0A6M3G876,126,126,0.534469600000
S5M7B3,127,127,0.533818650000
A0A449C608,128,128,0.533713950000
A0A7D3QML5,129,129,0.533683150000
A0AAX4Q195,130,130,0.533097000000
A0A0B4ZZM3,131,131,0.532896550000
A0A449C619,132,132,0.532665500000
I7LH90,133,133,0.532644500000
A0AAE9FKC7,134,134,0.532400800000
A1JNF1,135,135,0.531329550000
A0A7D3QJ92,136,136,0.530839600000
A0A6M3G874,137,137,0.530495950000
S5ML49,138,138,0.530144550000
A0A449C567,139,139,0.529901400000
A0AAE6YNJ4,140,140,0.529851200000
A0A6M3G8B9,141,141,0.529786650000
A0A3B8DYI1,142,142,0.529710150000
I7K3U3,143,143,0.529549150000
I7KRG5,144,144,0.529117250000
A0A1V0DXW6,145,145,0.529087150000
I7K349,146,146,0.528776900000
A0A449C4X7,147,147,0.528572450000
S5M3D7,148,148,0.528338850000
A0AAE9FSY2,149,149,0.527786800000
A0A7U4GCC7,150,150,0.527703500000
S5M7E4,151,151,0.527578400000
A0A449C3W7,152,152,0.527415800000
A0A449C5Z9,153,153,0.526956100000
S5ML17,154,154,0.526755800000
A0AAE9FRD5,155,155,0.525784750000
A0A2C9CZQ3,156,156,0.525669700000
A0AA86IYU9,157,157,0.525528850000
A0A2C9CYF4,158,158,0.525221850000
A0A3B8E1I5,159,159,0.524945950000
A0A7U4GG50,160,160,0.524849850000
I7J3Y3,161,161,0.524711100000
I7KRT2,162,162,0.524466200000
A0A7D3QKS7,163,163,0.523825000000
A0A1V0DXV4,164,164,0.523566800000
A0A7U4GDH6,165,165,0.523175150000
A0A0H3NQY6,166,166,0.523083250000
A0A449C532,167,167,0.522623100000
A0AAE7TQG4,168,168,0.522105650000
A0A449C648,169,169,0.521926550000
I7LF14,170,170,0.521843600000
A0A3B8DL36,171,171,0.521842650000
A0AAE7TR04,172,172,0.521477600000
A0AAE7PH03,173,173,0.521420850000
A0AAE6YNV4,174,174,0.520785300000
I6Q8T5,175,175,0.520537400000
A0A1V0DXR4,176,176,0.520515700000
F4N708,177,177,0.519958550000
A0A449C3X5,178,178,0.519834900000
A0AAE9JXJ1,179,179,0.518935150000
A0A449C469,180,180,0.518755800000
A0A449C5X9,181,181,0.518472250000
A0A449C542,182,182,0.518406050000
A0A3B8DYS4,183,183,0.517929750000
A0A449C597,184,184,0.517876700000
A0A0B5A4M1,185,185,0.517603250000
A0A0B5A2T1,186,186,0.517408450000
A0A7U4GDF9,187,187,0.516849800000
A0A3B8DYH7,188,188,0.516701950000
A0A2D0PDX6,189,189,0.515929800000
S5M7K0,190,190,0.515624550000
A0A7D3UL75,191,191,0.515409950000
A0AAE7V5W0,192,192,0.515398400000
A0A9P1PUV5,193,193,0.514869150000
A0AAE7S224,194,194,0.514626150000
A0ABP1YI01,195,195,0.514534750000
A0A449C541,196,196,0.513275900000
A0A2C9CYV8,197,197,0.513063850000
A0A0B4ZZK4,198,198,0.513015700000
A0ABP1YEP8,199,199,0.512639050000
A0AAE9FQP6,200,200,0.512230600000
A0AAE7V7A7,201,201,0.511788100000
A0AA86J4Z9,202,202,0.511710850000
A0AAX4M766,203,203,0.511169100000
A0AAX4M771,204,204,0.511108300000
A0A0B4ZXG6,205,205,0.510423600000
A0AAE9FPR6,206,206,0.510063200000
A1JK73,207,207,0.508606500000
A0AA86J574,208,208,0.508457600000
I7KRB0,209,209,0.507908800000
A0AAE6YPB5,210,210,0.507712450000
A0A6M3G945,211,211,0.507499350000
S5MRE0,212,212,0.507285600000
A0AAE9FV72,213,213,0.506936050000
A0A3B8E5R1,214,214,0.506664800000
A0AAE9FSV4,215,215,0.506527300000
A0ABP1XZ23,216,216,0.506450800000
I7LEG3,217,217,0.506165850000
A0A9P1UYK8,218,218,0.505744900000
A0ABM9SIE6,219,219,0.505562150000
A0A449C473,220,220,0.505216500000
A0A7U4GE85,221,221,0.505059550000
A0A7D3V4S6,222,222,0.504989450000
A0A2D0PDR4,223,223,0.504705850000
A0A7T9XT11,224,224,0.504372100000
A0AAE9JYN2,225,225,0.503852550000
A1JNA9,226,226,0.503453050000
A0AAE9JW72,227,227,0.503321950000
A0A9P1PT53,228,228,0.502787400000
I7LEN8,229,229,0.502485950000
Q858V3,230,230,0.502191400000
A0ABP1YG46,231,231,0.501838300000
A0A0H3NU55,232,232,0.500640800000
A0A449C3Q7,233,233,0.500589150000
A0A449C610,234,234,0.500528000000
A0ABP1YH51,235,235,0.500371500000
A0A2D0PE26,236,236,0.500274350000
A0A0H5HBD5,237,237,0.499944950000
A0ABM9S2F3,238,238,0.499887950000
A0ABM9S2J3,239,239,0.499862750000
A0A6M3G872,240,240,0.499533150000
A0A0H5GK99,241,241,0.499244400000
A0A0H3NQF5,242,242,0.498711600000
A0AAE9FL40,243,243,0.496943750000
A0A2H1UJ90,244,244,0.496800200000
A0A6M3G8P6,245,245,0.496633100000
A0A0B5A2L0,246,246,0.496488250000
A0A449C6B2,247,247,0.495704650000
A0A0H5H8V4,248,248,0.494883500000
F4N731,249,249,0.494356550000
A0A7U4K299,250,250,0.494170200000
A0A9P1PUI1,251,251,0.493773050000
A0ABM9S1Y8,252,252,0.493219750000
A0AAD2Z2V4,253,253,0.492962150000
A0AAD2Z484,254,254,0.489586700000
A0ABM9SIR4,255,255,0.489487150000
A0A9P1PVU6,256,256,0.489471500000
A0ABP1Y817,257,257,0.488909300000
A0A449C4V3,258,258,0.488646650000
F4N725,259,259,0.488255350000
A0A7U4GDF4,260,260,0.487408400000
A0A3G8F0J9,261,261,0.486958850000
A0A2H1UJE7,262,262,0.486875700000
A0AAD2V1D7,263,263,0.486817600000
A0A0H5H5S4,264,264,0.485525050000
A0A7U0AV15,265,265,0.484725150000
A0A0H5HAG0,266,266,0.483607800000
F2Q846,267,267,0.483503700000
A0AAD2Z5G5,268,268,0.482656300000
A0AAT9S9R9,269,269,0.482591600000
A0A2D0PDA0,270,270,0.482211850000
A0AAD2UW33,271,271,0.481512100000
A0A0H5G2H5,272,272,0.481089750000
A0A7T9XU34,273,273,0.481050050000
A0A0T7P7W8,274,274,0.481036600000
A1JK75,275,275,0.480786500000
A0ABP1Y7A6,276,276,0.479709200000
A0ABM9S4S5,277,277,0.479380800000
A0A7T9XU28,278,278,0.479307200000
A0A7U4GEA5,279,279,0.478698800000
A0A7U0ASF4,280,280,0.478691350000
A1JMQ3,281,281,0.478182050000
A0ABP1Y442,282,282,0.477925800000
A0A0T7PAJ5,283,283,0.477409750000
A0A9P1V089,284,284,0.475935450000
A0A0H5EYN4,285,285,0.472940450000
A0A0H5GK90,286,286,0.472875100000
A0A9P1PUD9,287,287,0.472414400000
A0A7U4K0Q6,288,288,0.472149950000
A0A0H5H5L7,289,289,0.472064550000
S5M3A2,290,290,0.471144450000
A0A9P1PW91,291,291,0.471102550000
A0ABM9SIJ1,292,292,0.471001050000
A0A7U0AT10,293,293,0.470822250000
A0A7U0AVA4,294,294,0.470806150000
A0A9P1PWI0,295,295,0.470734900000
A1JND9,296,296,0.469688550000
A0A0T7PAK2,297,297,0.469246600000
A0A7U0AWS6,298,298,0.467953400000
A0ABP1YED8,299,299,0.467746800000
A0A9P1V3L8,300,300,0.466991850000
A0A9P1PV32,301,301,0.465101200000
A0A449C694,302,302,0.463744450000
A0A7U4K153,303,303,0.463028500000
A0A2H1X986,304,304,0.462490950000
A0A0H5H701,305,305,0.461646800000
A0ABP1YGH5,306,306,0.461440150000
A0A9P1UYL2,307,307,0.460682150000
A0AAD2Z3Y9,308,308,0.460361950000
A0A0H5HA66,309,309,0.460303750000
A0A0T9PR46,310,310,0.459735100000
A0ABM9S4S8,311,311,0.458854200000
A0A9P1PT68,312,312,0.458363100000
A0A9P1V1H6,313,313,0.453938550000
A0A857F0P1,314,314,0.451948250000
F4N727,315,315,0.450099850000
A0AB73QMA1,316,316,0.448616850000
A0AAD2Z8P4,317,317,0.447322200000
A0A0H5LRI9,318,318,0.445235650000
A0A0B4ZZ77,319,319,0.444114850000
A0AAD2UW21,320,320,0.441884250000
A0A0H5H5S7,321,321,0.440792000000
A0A0T9Q3J3,322,322,0.437662800000
A0A0T9PX62,323,323,0.437310950000
A0AAW7K9U6,324,324,0.436697350000
A0A0H3B5E1,325,325,0.436121400000
A0A0T9QCI9,326,326,0.435479850000
A0ABX5QXK4,327,327,0.434273600000
A0A0T9RET2,328,328,0.434008700000
A0AAD2Z3C0,329,329,0.432584100000
A0ABM9Y807,330,330,0.431835650000
A0AAV3BI89,331,331,0.431539300000
A0ABM9SSL7,332,332,0.428809100000
A0ABM9TCZ7,333,333,0.428594900000
A0A0H3B6N5,334,334,0.428212950000
A0AA36LLT8,335,335,0.427939850000
A0A0T9UVK0,336,336,0.427527750000
A0A0T9KM81,337,337,0.427500450000
A0ABM9Y805,338,338,0.426627100000
A0AB73PI84,339,339,0.425783300000
A0A0E1NTH1,340,340,0.425603900000
A0ABW9EXB2,341,341,0.425465350000
A0AB72ZKZ2,342,342,0.424921200000
A0A0T9KX64,343,343,0.424167400000
Q66BM0,344,344,0.423770400000
A0AAI8ZUU9,345,345,0.423715150000
A0ABM6UUX5,346,346,0.423528300000
A0ABP2EH72,347,347,0.423425200000
A0A0A8VKM3,348,348,0.423045050000
A0AA36LPU1,349,349,0.422966450000
A0A0T9LS41,350,350,0.422318250000
A0A0H3B6E3,351,351,0.421965550000
A0AB72ZMY1,352,352,0.421158600000
A0A0T9MH64,353,353,0.420776700000
A0A2G4U2G2,354,354,0.420393150000
A0ABX5R0C5,355,355,0.420295650000
A0ABM9XWV8,356,356,0.419834000000
A0ABM7AH44,357,357,0.419819900000
A0A380PQB1,358,358,0.419625250000
A0ABY5UJG2,359,359,0.419267250000
A0A0H3B4K0,360,360,0.419141800000
A0AA36LNC6,361,361,0.418983450000
A0A0T9TRC6,362,362,0.418810300000
A0A0H3B3D7,363,363,0.418364900000
A0A380PNY7,364,364,0.417724050000
A0ABM6UP52,365,365,0.417613050000
A0A380PNE2,366,366,0.417606350000
A0ABM9TDA6,367,367,0.417493600000
A0ABM9TCS0,368,368,0.417423900000
A0A0H5M9D5,369,369,0.416958750000
A0A085U5Z0,370,370,0.416759900000
A0AAV3B8C3,371,371,0.416570550000
A0A0T9QDU9,372,372,0.416176850000
A1JQS5,373,373,0.416163650000
A0ABW9EYQ1,374,374,0.416021050000
A0AAX2I043,375,375,0.414546600000
A0A208ZSG0,376,376,0.414236300000
A0AA90Y526,377,377,0.413912200000
A0A380QTF7,378,378,0.413756400000
A0A085U317,379,379,0.413292250000
A0A2U2GXH7,380,380,0.412968700000
A0ABR4W9H6,381,381,0.412908450000
A0AB72ZDV0,382,382,0.412701300000
A0ABR4VWS1,383,383,0.412645800000
A0AB73Q5K2,384,384,0.412544300000
A0A0T9UHA7,385,385,0.412455950000
A0A0U1R2N4,386,386,0.412186150000
A0A380PNP9,387,387,0.412121250000
A0A0T9QV26,388,388,0.412074000000
A0ABM9XUV6,389,389,0.411564800000
A0A0T9PYB4,390,390,0.411364650000
A0ABM6BHQ6,391,391,0.410698100000
A0A0H3B678,392,392,0.410664000000
A0A0U1QVC6,393,393,0.410584800000
A0AA90XZS1,394,394,0.410371500000
A0A0H3B1B9,395,395,0.410155050000
A0AB73Q656,396,396,0.409821000000
A0A209A9L1,397,397,0.409703000000
A0ABM5UHV5,398,398,0.409590100000
A0AB72ZL33,399,399,0.409542000000
A0A2G4TYK3,400,400,0.409420200000
A0ABR4W5R8,401,401,0.409349450000
A0A0A8VDN9,402,402,0.409253600000
A0AAI8ZVG7,403,403,0.409108300000
A0A0H5MHG7,404,404,0.408610550000
A0AAX2I0L3,405,405,0.408595600000
A0AA36PIC1,406,406,0.408425350000
A0AAV3BAT5,407,407,0.408209900000
A0ABM6UW81,408,408,0.407722250000
A0ABX5R0V5,409,409,0.407372550000
A0A0T9MSU1,410,410,0.407296050000
A0ABP1Z8F7,411,411,0.406648050000
A0AB73QHN9,412,412,0.406601050000
A0AB73NKW1,413,413,0.406503650000
A0AAV3B8C2,414,414,0.406496600000
A0AB73PP81,415,415,0.406340550000
A0A0T9LN66,416,416,0.406309250000
A0ABM7AGN3,417,417,0.405833250000
A0ABM5U8M7,418,418,0.405651600000
A0ABN4CNM4,419,419,0.405603250000
A0A0T9RQ76,420,420,0.405460700000
A0ABX6FH78,421,421,0.405307050000
A0A380PNA2,422,422,0.404882200000
A0AA44I1R7,423,423,0.404769050000
A0ABP2DZT0,424,424,0.404222750000
A0ABY5UX71,425,425,0.404066400000
A0AB73QFS4,426,426,0.403876250000
A0A380PUT3,427,427,0.403778500000
A0A085U7Z9,428,428,0.403698550000
A0A208ZSG3,429,429,0.403520150000
A0ABM9TGV0,430,430,0.403441500000
A0AA44CPT5,431,431,0.403160450000
A0A0T9KLV1,432,432,0.403067950000
A0ABW9ETP4,433,433,0.403029650000
A0A0E1NNL7,434,434,0.402857450000
A0A0U1QWC7,435,435,0.402624650000
A0ABM9STX9,436,436,0.402521600000
A0A380QTH7,437,437,0.402498800000
A0ABM6UUN8,438,438,0.401800550000
A0A2G4U293,439,439,0.401708850000
A0ABM5SR09,440,440,0.401681900000
Q666T9,441,441,0.401674100000
A0A0T9QEA5,442,442,0.401637800000
A0AA44CIX0,443,443,0.401313150000
A0ABM7ANK9,444,444,0.401239950000
A0ABR4VY47,445,445,0.401236150000
A0A0H2W1J5,446,446,0.400793750000
A0AB73PZQ4,447,447,0.400690700000
A0ABP1YSK3,448,448,0.400342200000
A0AAW7JSQ1,449,449,0.400197250000
A0ABM9YBE2,450,450,0.400155650000
A0ABM9TGR4,451,451,0.399959350000
A0ABY5UV58,452,452,0.399714400000
A0ABP1ZGZ5,453,453,0.399474800000
A0A0H2YKF3,454,454,0.399369550000
A0AA44CIM3,455,455,0.399194500000
Q66BC8,456,456,0.399145450000
A0ABM9SZ95,457,457,0.399138050000
A0AA36LM82,458,458,0.399094900000
A0AB73PEI7,459,459,0.398911450000
A0A380PP39,460,460,0.398743200000
A0A0T9RKA1,461,461,0.398436400000
A0A0H3B6E0,462,462,0.398431550000
A0ABM5U8N2,463,463,0.398354950000
A0ABW9EWX0,464,464,0.398120300000
A0ABP1Y7W3,465,465,0.398049700000
A0ABN4PWA2,466,466,0.397752150000
A0ABM5UH14,467,467,0.397693050000
A0A0T9KKA0,468,468,0.397648750000
Q66CW5,469,469,0.397297050000
A0A380Q814,470,470,0.397207200000
A0A0E1NX19,471,471,0.397132250000
A0ABM9Y7R4,472,472,0.396777550000
A0ABN4PV81,473,473,0.396710150000
A0ABM7ALJ4,474,474,0.396653000000
A0A857EWU7,475,475,0.396413950000
A0A0T9UMM8,476,476,0.396348100000
A0A0A8VIE2,477,477,0.396337500000
A0ABP1YWJ1,478,478,0.395953900000
A0A0H3AWU3,479,479,0.395950950000
A0AA90XTP7,480,480,0.395927400000
A0ABR4W506,481,481,0.395882500000
A0A0T9KYN8,482,482,0.395828950000
A0A0E1NTB1,483,483,0.395796800000
A0AAW7JU40,484,484,0.395712150000
A0ABM5U8P4,485,485,0.395263600000
A0ABM9TMK5,486,486,0.395018250000
A0AA36LQN9,487,487,0.394862600000
A0ABR4W522,488,488,0.394617850000
A0AB73P4D7,489,489,0.394588850000
A0A380Q9X7,490,490,0.394509800000
A0AAW7K6S3,491,491,0.394464800000
A0A0T9PX89,492,492,0.394155700000
A0A0T9LN06,493,493,0.394145650000
A0A0T9KYN4,494,494,0.394061800000
A0ABM9TUX3,495,495,0.393751900000
A0AA44CIL6,496,496,0.393744550000
A0A0U1QX07,497,497,0.393583050000
A0A380Q7B5,498,498,0.393252250000
A0A208ZGJ0,499,499,0.393205350000
A0A0T9LN23,500,500,0.393088300000
A0ABM6UP56,501,501,0.393058300000
A0A0T9QDA1,502,502,0.392912900000
Q666U1,503,503,0.392526950000
A0ABM7ANU6,504,504,0.392517050000
A0AAV3BFB4,505,505,0.392408500000
A0AA44I1K4,506,506,0.392109250000
A0AB73Q1P8,507,507,0.392072750000
A0A0H2YL52,508,508,0.391932450000
A0A0T9QE48,509,509,0.391841550000
Q66CW9,510,510,0.391824750000
A0ABM6UNY3,511,511,0.391746900000
A0ABX5R0U9,512,512,0.391703700000
A0A0H3AYM7,513,513,0.391629950000
A0A0T9UM98,514,514,0.391607950000
A0ABR4W6F7,515,515,0.391509050000
A0A0H2Y6N9,516,516,0.391493300000
A0AA44CKU4,517,517,0.391423250000
A0ABW9EXU6,518,518,0.391124900000
A0A0H3B0A7,519,519,0.391119550000
Q66BF1,520,520,0.390974750000
A0AB73NKK6,521,521,0.390641850000
A0ABM6UX29,522,522,0.390619050000
A0A380Q8N6,523,523,0.390594000000
A0ABX6FD19,524,524,0.390456000000
A0A857EWT6,525,525,0.390154800000
A0ABP1ZEA7,526,526,0.390146250000
A0A380Q4G1,527,527,0.389975500000
A0ABN4FAB0,528,528,0.389794550000
Q66BC4,529,529,0.389716650000
A0ABY5UJR0,530,530,0.389658800000
A0A0T9LR98,531,531,0.389532250000
A0ABX5QYD3,532,532,0.389223600000
A0AB73NQS2,533,533,0.388890900000
A0A0T9N2B7,534,534,0.388860750000
A0AAI8ZTY6,535,535,0.388735850000
A0ABP1YVJ3,536,536,0.388705900000
A0ABM6UTV9,537,537,0.388652800000
A0A0T9Q3M1,538,538,0.388599500000
A0A857F2M2,539,539,0.388533750000
Q8D1M8,540,540,0.388230900000
A0A0T9PT88,541,541,0.387931350000
A0A0T9KM71,542,542,0.387857500000
A0A0T9RK55,543,543,0.387767900000
A0A5P8YE56,544,544,0.387753500000
A0A0T9QGW8,545,545,0.387719300000
A0ABP1ZLC4,546,546,0.387718250000
A0A0T9QY81,547,547,0.387428350000
A0ABR4W4S9,548,548,0.387397750000
A0ABM5U8N9,549,549,0.387396000000
A0AA36PLD9,550,550,0.387052800000
A0ABX6F3U1,551,551,0.386881750000
A0A0H2W3V2,552,552,0.386802000000
A0AA36LNQ9,553,553,0.386683200000
A0A2G4U6E8,554,554,0.386667750000
A0ABN4CUZ1,555,555,0.386604350000
A0ABW9EZG0,556,556,0.386336750000
A0A0U1QUW3,557,557,0.386285600000
A0ABX6F9M0,558,558,0.386244500000
A0ABN4F8Y2,559,559,0.385917750000
A0AA90XTS9,560,560,0.385716150000
A0AA44CL49,561,561,0.385658650000
A0AA36LIH7,562,562,0.385484650000
A0A0T9KXM0,563,563,0.385322250000
Q66BN2,564,564,0.385319200000
A0ABM9XUU0,565,565,0.385086850000
A0ABP2DXX8,566,566,0.384980250000
A0A208ZSF8,567,567,0.384948100000
A0A208ZSS5,568,568,0.384828450000
A0A380PTJ1,569,569,0.384682100000
A0AA36LSX5,570,570,0.384646650000
A0A0T9PTD3,571,571,0.384574350000
A0ABM6BHL4,572,572,0.384348650000
A0AA36PL17,573,573,0.384331700000
A0A380Q3T2,574,574,0.384328250000
A0A0T9PR09,575,575,0.384302600000
A0A2G4U6D9,576,576,0.384267400000
A0ABP1Z7N4,577,577,0.384235050000
A0ABM9SY22,578,578,0.384202200000
A0AAV3BFY5,579,579,0.384176000000
A0ABM9TCW2,580,580,0.384117050000
B6CGX2,581,581,0.384061800000
A0A380PPA0,582,582,0.384002300000
A0A2G4U294,583,583,0.383802850000
A0ABX6F8L7,584,584,0.383743300000
A0A0T9QCY7,585,585,0.383654300000
A0ABN4PWW7,586,586,0.383651700000
A0ABM6BJY1,587,587,0.383650000000
A0A0H3B5G2,588,588,0.383281900000
A0ABM5Q137,589,589,0.383277050000
A0ABM5SKZ0,590,590,0.383222150000
A0A0U1QW74,591,591,0.383133750000
A0ABY5UJQ0,592,592,0.383013400000
A0A0U1HX05,593,593,0.382855150000
A0AAX2HZP5,594,594,0.382713100000
A0A0T9KKF4,595,595,0.382655900000
A0A0T9QHF4,596,596,0.382638150000
A0A0U1R055,597,597,0.382561600000
A0AB72ZSW9,598,598,0.382526450000
A0A2A7VG50,599,599,0.382380550000
A0ABM5Q0I6,600,600,0.382347350000
A0A380PP26,601,601,0.382078450000
A0ABM5UGZ3,602,602,0.382020350000
A0ABM9TW88,603,603,0.381810450000
A0ABP1YW71,604,604,0.381771150000
A0A0T9QDB9,605,605,0.381768850000
A0ABP2E2L7,606,606,0.381541350000
A0ABM9Y7W9,607,607,0.381511000000
A0ABW9EY82,608,608,0.381328400000
A0AA44CMJ6,609,609,0.381269150000
A0AB73P877,610,610,0.381252300000
A0AA90XYJ4,611,611,0.381198650000
A0ABM9XWU7,612,612,0.381191150000
A0A0T9N293,613,613,0.381119200000
A0AB73NNK1,614,614,0.381002900000
A0AA44CQ33,615,615,0.380770450000
A0ABW9ETP1,616,616,0.380646000000
A0ABR4W680,617,617,0.380587150000
A0A0T9RK20,618,618,0.380483850000
A0A380PRV1,619,619,0.380434700000
A0A0T9KKH2,620,620,0.380288650000
A0A380QJL7,621,621,0.380280450000
A0ABM6BJA0,622,622,0.380203700000
A0A0H3B592,623,623,0.380180150000
A0ABN4H4Y5,624,624,0.379974000000
A0A0T9TRH4,625,625,0.379669750000
A0ABM6BHF9,626,626,0.379610200000
A0A209AAW7,627,627,0.379350850000
A0AA91BG92,628,628,0.379148500000
A0A380Q9K9,629,629,0.379078450000
A0ABM5SPQ0,630,630,0.378889200000
A0ABM5ST74,631,631,0.378851000000
A0AAV3BFT4,632,632,0.378652050000
Q66BC6,633,633,0.378502950000
A0A0T9RLX7,634,634,0.378076800000
A0ABN4CQH5,635,635,0.378023000000
A0AB73Q5E6,636,636,0.377988250000
A0A0U1QXU2,637,637,0.377706550000
A0AB73PBS8,638,638,0.377526050000
A0ABM5Q1D7,639,639,0.377511650000
A0ABP1Z8M7,640,640,0.377447750000
A0A380QDK2,641,641,0.377354750000
Q7CIG2,642,642,0.376944350000
A0ABP2ED01,643,643,0.376766100000
A0ABX5QZM3,644,644,0.376686950000
A0ABM9ST81,645,645,0.376650100000
A0AB73NFU9,646,646,0.376628200000
A0AA44CIR8,647,647,0.376543200000
A0ABP1Y756,648,648,0.376476300000
Q66BM2,649,649,0.376441950000
A0AAX2I0V1,650,650,0.376417450000
A0ABM5UH09,651,651,0.376364650000
A0A0T9UVW1,652,652,0.376363000000
A0A0T9KME1,653,653,0.376289800000
A0A0T9RC84,654,654,0.376272250000
A0ABM9XX67,655,655,0.376204050000
A0A0T9KKM2,656,656,0.376169950000
A0ABM5PZP9,657,657,0.376165850000
A0ABP2EGX4,658,658,0.376144400000
A0AB73NNV4,659,659,0.376142250000
A0A0T9PN75,660,660,0.376136950000
A0AB72ZRU6,661,661,0.376021800000
A0ABW9EZJ2,662,662,0.375986650000
A0AB73PN87,663,663,0.375832800000
A0A0T9RLI7,664,664,0.375821350000
