accession,frozen_rank,rank,score
A0A2C9CXH4,65,56,0.555782062500
A0AAE7PDX0,64,57,0.555407812500
A0A0B5A4Q9,50,58,0.554857437500
I7LH81,77,59,0.554765000000
A0A0G2PMU8,56,60,0.554584750000
A0AAE9JYJ2,57,61,0.554161750000
A0A7D3V1W8,98,62,0.554064125000
A0A7D3UH03,66,63,0.554023750000
A0A6M3GA49,70,64,0.553742312500
S5M9F2,45,65,0.553669625000
A0AAE9JVZ5,75,66,0.553618437500
I7KR83,59,67,0.552857812500
I7J474,58,68,0.552802875000
A0A088F649,44,69,0.552583750000
A0AAE7V728,107,70,0.551352062500
A0ZXG5,60,71,0.551342312500
A0A3B8DLH1,51,72,0.550007562500
A0A449C435,61,73,0.549942875000
A0AAE9FRM6,63,74,0.549525562500
A0A6M3GA37,54,75,0.549328000000
A0A1V0DXD5,71,76,0.549226125000
A0A7T9XU25,111,77,0.548898937500
A0AAX4Q2U9,102,78,0.547894187500
A0AA86IWK5,86,79,0.546587812500
A0A2H1UJ87,68,80,0.546316437500
A0AA51VH76,67,81,0.546314187500
A0AAE7PDK2,73,82,0.545485500000
A0A449C528,69,83,0.545208562500
A0A1V0DXT5,78,84,0.544608250000
A0A7D3QML5,129,85,0.544545937500
A0A449C4D0,97,86,0.544257937500
A0A449C3Q1,117,87,0.544237750000
A0A3B8DLJ2,72,88,0.543890875000
S5MRE6,84,89,0.543706250000
A0A0B5A4J3,88,90,0.543043562500
A0A6M3G969,79,91,0.542671187500
A0A3B8DL31,85,92,0.542054250000
I7J3W0,87,93,0.541806562500
A0A7D3QJ92,136,94,0.541612500000
A0AAE9FSY2,149,95,0.541521750000
A0AAE6YNJ4,140,96,0.540997750000
A0A2D0PE70,81,97,0.540730125000
A0A7D3QKX7,96,98,0.540519312500
A0A0B5A2V7,90,99,0.540295812500
A0A449C6D2,89,100,0.539809125000
A0A449C3S4,83,101,0.539520000000
S5M3A7,94,102,0.538627500000
A0A3B8DYS4,183,103,0.538366187500
A0A6M3G916,93,104,0.537143437500
A0AAE9FRR2,123,105,0.537030562500
A0A7D3QQ81,106,106,0.536280500000
A0A0H3NSE3,119,107,0.536144250000
A0A1V0DXS1,115,108,0.536120875000
A0A0H3NP24,113,109,0.535961687500
A0A6M3G8D1,121,110,0.535552750000
A0A449C638,91,111,0.535305187500
I7K354,95,112,0.534798187500
A0AAD2UWV2,103,113,0.534484500000
A0A449C6B7,92,114,0.533853250000
A0AAE9FRD5,155,115,0.533843687500
A0AAE9FQ04,125,116,0.533273812500
I7K3U3,143,117,0.532959187500
I7LH90,133,118,0.532400375000
A0A449C3T4,100,119,0.532122437500
A0AAE9FLD0,108,120,0.532103750000
I7K349,146,121,0.531985625000
A0A3B8DYI1,142,122,0.531948937500
A0AA86J4Z9,202,123,0.530804062500
A0AAE6YPH1,122,124,0.530457375000
I7KRU3,105,125,0.530394000000
A0A3B8E1I5,159,126,0.530329687500
S5M3D7,148,127,0.530025812500
A0A0H3NZ59,104,128,0.529819125000
A0A1V0DXX1,109,129,0.529614875000
A0A3B8DLI7,114,130,0.529457125000
A0A2D0PCZ8,116,131,0.528571375000
A0A0B5A2N3,99,132,0.528420062500
A0AAX4M7A4,101,133,0.528300187500
A0A449C608,128,134,0.528239437500
A0AAX4M7M8,110,135,0.528049687500
A0A2H1X991,120,136,0.527846375000
A0A6M3G876,126,137,0.527668000000
A0A2D0PE10,118,138,0.527572000000
A0A7D3QKS7,163,139,0.527281250000
A0A449C5D9,112,140,0.526742062500
A0A0B4ZZM3,131,141,0.526265437500
A0A7U4GG50,160,142,0.524577312500
A0A1V0DXV4,164,143,0.524567250000
S5M7B3,127,144,0.524565062500
A0AA51VJM6,124,145,0.524369875000
A0A449C5X9,181,146,0.524109562500
A0A6M3G8B9,141,147,0.523865312500
A0A2C9CYF4,158,148,0.523537812500
I7LEG3,217,149,0.523430062500
A0A3B8DL36,171,150,0.523326062500
A0A0B4ZXG6,205,151,0.523185750000
F4N708,177,152,0.523162437500
A0A1V0DXW6,145,153,0.522935437500
I7KRG5,144,154,0.522110812500
A0AAX4Q195,130,155,0.522058500000
A0A449C532,167,156,0.521460875000
A0AAE9JXJ1,179,157,0.521436937500
A0A449C619,132,158,0.521311375000
A0A449C5Z9,153,159,0.521277375000
I7J3Y3,161,160,0.520732625000
I7KRB0,209,161,0.520042250000
A0A0H3NQY6,166,162,0.519579812500
A0A449C3X5,178,163,0.519395875000
S5ML49,138,164,0.519248437500
A0A6M3G874,137,165,0.519162187500
A0A7U4GCC7,150,166,0.519088875000
A0A449C4X7,147,167,0.518942562500
A0AAE9FKC7,134,168,0.518700000000
A0A2C9CZQ3,156,169,0.518625625000
A0A449C567,139,170,0.518419000000
A0A449C3W7,152,171,0.518335750000
I7KRT2,162,172,0.518319750000
A1JNF1,135,173,0.517650437500
A0AAE7PH03,173,174,0.517205562500
A0AAE6YNV4,174,175,0.516873125000
A0A449C3Q7,233,176,0.516690437500
A0AA86IYU9,157,177,0.515825062500
A0A0B5A2T1,186,178,0.515622812500
A0A1V0DXR4,176,179,0.515488375000
S5M7E4,151,180,0.515045250000
A0AAE9FQP6,200,181,0.513056250000
A0A0B5A4M1,185,182,0.512521312500
S5ML17,154,183,0.512383250000
A0AAX4M771,204,184,0.512186375000
A0A6M3G8P6,245,185,0.511745375000
A0AAE7TQG4,168,186,0.511581062500
A0AAE7S224,194,187,0.510425687500
I7LF14,170,188,0.510247250000
A0A449C597,184,189,0.509928125000
A0AAE7TR04,172,190,0.508665250000
A0A7U4GDH6,165,191,0.508310187500
A0A449C542,182,192,0.507588562500
S5M7K0,190,193,0.506162687500
A0AAE7V5W0,192,194,0.506155500000
A0AAE9FV72,213,195,0.505652812500
A0A6M3G945,211,196,0.505396937500
A0ABP1YEP8,199,197,0.505363562500
A0A449C648,169,198,0.504932187500
I6Q8T5,175,199,0.504771250000
A0A9P1PUV5,193,200,0.504762437500
A0A449C469,180,201,0.503673000000
A0A7D3UL75,191,202,0.503504187500
A0ABP1YI01,195,203,0.503260937500
A0A2C9CYV8,197,204,0.502868312500
A0A7U4GDF9,187,205,0.502485750000
A0A2D0PDX6,189,206,0.502484500000
A0AAX4M766,203,207,0.502264625000
A1JK73,207,208,0.502128625000
A0A3B8DYH7,188,209,0.502127437500
A0A449C4V3,258,210,0.501762312500
A0AAE9FL40,243,211,0.501726187500
Q858V3,230,212,0.501310750000
A0A0B4ZZK4,198,213,0.499975125000
A0ABP1XZ23,216,214,0.499527000000
A0AAE7V7A7,201,215,0.499517625000
A0AAE9JW72,227,216,0.498694687500
A0AAE9FPR6,206,217,0.497430750000
A0A7T9XT11,224,218,0.497241375000
A0A449C541,196,219,0.497074375000
A0A449C610,234,220,0.495262250000
A0A0H5GK99,241,221,0.495169000000
A0AA86J574,208,222,0.495060000000
F4N731,249,223,0.494766937500
A0A449C473,220,224,0.494102875000
A0A9P1UYK8,218,225,0.494001875000
A0A0H3NU55,232,226,0.493473500000
A0A7U4GE85,221,227,0.493263437500
A0A7D3V4S6,222,228,0.493144312500
A0AAE6YPB5,210,229,0.492792812500
A0ABP1YH51,235,230,0.492552875000
A0A9P1PT53,228,231,0.491097000000
A0AAE9FSV4,215,232,0.490594375000
A0AAD2Z2V4,253,233,0.490413937500
A0AAT9S9R9,269,234,0.489941500000
A0ABP1YG46,231,235,0.489482875000
S5MRE0,212,236,0.489335250000
A0A2D0PDR4,223,237,0.489175562500
A0ABM9SIR4,255,238,0.488680187500
A1JNA9,226,239,0.488259312500
A0A3B8E5R1,214,240,0.487658000000
A0AAE9JYN2,225,241,0.487250937500
A0A6M3G872,240,242,0.486998687500
A0ABM9SIE6,219,243,0.486928937500
A0A0H3NQF5,242,244,0.486751500000
A0ABM9S2F3,238,245,0.486147187500
A0ABM9S2J3,239,246,0.484522937500
A0A0B5A2L0,246,247,0.484477562500
A0A0H5HBD5,237,248,0.483982687500
A0A2D0PE26,236,249,0.483636187500
S5M3A2,290,250,0.483461812500
I7LEN8,229,251,0.482926687500
A0AAD2Z484,254,252,0.479741375000
A0A2H1UJ90,244,253,0.479293500000
A0A3G8F0J9,261,254,0.478498562500
A0A0H5H8V4,248,255,0.478222875000
A0A449C6B2,247,256,0.476683562500
A0A7U4K299,250,257,0.474893500000
A0A449C694,302,258,0.474211812500
A0A7U4GDF4,260,259,0.474026750000
F4N725,259,260,0.473681187500
A0A9P1PWI0,295,261,0.473310875000
A0AAD2V1D7,263,262,0.472763250000
A0A7U0ASF4,280,263,0.472488437500
A0A0H5HAG0,266,264,0.472291500000
A0AAD2Z5G5,268,265,0.472070375000
A0A0T7PAJ5,283,266,0.471281437500
A0A9P1PUI1,251,267,0.471274062500
A0ABM9S1Y8,252,268,0.470713687500
A0A7T9XU28,278,269,0.470436750000
A0AAD2Z3Y9,308,270,0.467952437500
A0ABP1Y817,257,271,0.467859375000
A0A7U0AVA4,294,272,0.467812187500
F2Q846,267,273,0.467702125000
A0A0H5H5S4,264,274,0.467574312500
A0A2H1UJE7,262,275,0.466784125000
A0A7U4GEA5,279,276,0.466627500000
A1JMQ3,281,277,0.466477562500
A0ABM9S4S5,277,278,0.465509000000
A0A7U4K153,303,279,0.465392875000
A0A9P1PVU6,256,280,0.465148125000
A0ABP1Y7A6,276,281,0.464914250000
A0A7T9XU34,273,282,0.464393812500
A1JK75,275,283,0.463896375000
A0A9P1PV32,301,284,0.463860750000
A0A0H5G2H5,272,285,0.462465687500
A0A0T7P7W8,274,286,0.462055750000
A0ABP1Y442,282,287,0.461952000000
A0A7U0AV15,265,288,0.461771187500
A0A9P1V089,284,289,0.461289812500
A0A2D0PDA0,270,290,0.460337062500
A0A0T7PAK2,297,291,0.460242500000
A0ABM9S4S8,311,292,0.458440500000
A0ABP1YED8,299,293,0.458183500000
A0A0H5EYN4,285,294,0.457951812500
A0AAD2UW33,271,295,0.457894375000
A0A9P1PUD9,287,296,0.456398000000
A0A7U4K0Q6,288,297,0.454998437500
A0ABM9SIJ1,292,298,0.453369812500
A0A0H5H701,305,299,0.452505000000
A0A0H5GK90,286,300,0.451689375000
A0A0H5H5L7,289,301,0.451581937500
A1JND9,296,302,0.451264937500
A0A7U0AT10,293,303,0.450139562500
A0A7U0AWS6,298,304,0.449078000000
A0A9P1V1H6,313,305,0.448360687500
A0A9P1UYL2,307,306,0.446448687500
A0A9P1V3L8,300,307,0.445562562500
A0A0B4ZZ77,319,308,0.443630312500
A0A9P1PW91,291,309,0.443123437500
A0ABP1YGH5,306,310,0.442573937500
A0A9P1PT68,312,311,0.440325125000
A0AAD2Z8P4,317,312,0.439204000000
A0A0T9PR46,310,313,0.438954625000
A0A0H5HA66,309,314,0.438558187500
A0A2H1X986,304,315,0.436767437500
A0AAD2Z3C0,329,316,0.433518625000
A0A857F0P1,314,317,0.426175812500
F4N727,315,318,0.423859562500
A0AB73QMA1,316,319,0.419206062500
A0A0H5H5S7,321,320,0.418771750000
A0A0H3B5E1,325,321,0.415550000000
A0AAD2UW21,320,322,0.413503812500
A0A0H5LRI9,318,323,0.413226812500
A0A0T9UVK0,336,324,0.411851687500
A0A0T9RET2,328,325,0.410890875000
A0A0T9Q3J3,322,326,0.409819000000
A0A0T9PX62,323,327,0.409779687500
A0A0T9KM81,337,328,0.408713312500
A0A0T9QCI9,326,329,0.407189562500
A0ABX5QXK4,327,330,0.406014750000
A0ABM9Y807,330,331,0.402745562500
A1JQS5,373,332,0.402523812500
A0AAW7K9U6,324,333,0.402281437500
A0AAV3BI89,331,334,0.402164625000
A0ABM9SSL7,332,335,0.401201375000
A0A0H3B6N5,334,336,0.399275937500
A0A0T9LS41,350,337,0.397266062500
A0AA36LLT8,335,338,0.396909312500
A0ABM9Y805,338,339,0.396904875000
A0AB73Q5K2,384,340,0.396847625000
A0AAV3B8C2,414,341,0.395992000000
A0AA36LPU1,349,342,0.395332812500
A0A0E1NTH1,340,343,0.394745375000
A0ABY5UJG2,359,344,0.394478562500
A0AB72ZKZ2,342,345,0.393892000000
A0A0A8VDN9,402,346,0.393709750000
A0A380PNY7,364,347,0.393444062500
A0ABW9EXB2,341,348,0.392168187500
A0A2G4U2G2,354,349,0.391761187500
A0ABM6UUX5,346,350,0.391017625000
A0ABM9TCZ7,333,351,0.390871875000
A0ABM7AH44,357,352,0.390747125000
Q66BM0,344,353,0.390452500000
A0A0H3B3D7,363,354,0.389748875000
A0ABX5R0V5,409,355,0.389141187500
A0AA36LNC6,361,356,0.388511062500
A0AB73PI84,339,357,0.387795625000
A0AAI8ZUU9,345,358,0.387417187500
A0ABP2EH72,347,359,0.386735000000
A0A0A8VKM3,348,360,0.386562062500
A0A0T9TRC6,362,361,0.386463875000
A0A380PNE2,366,362,0.386381437500
A0A208ZSG0,376,363,0.385840625000
A0A0T9KX64,343,364,0.385634500000
A0A380PQB1,358,365,0.385223312500
A0A0T9MH64,353,366,0.385022375000
A0ABM9TDA6,367,367,0.384463500000
A0A085U5Z0,370,368,0.383906375000
A0ABM9TCS0,368,369,0.383718875000
A0A0H3B6E3,351,370,0.383653437500
A0A0U1R2N4,386,371,0.383055437500
A0A380QTF7,378,372,0.382398250000
A0A0H3B678,392,373,0.382080000000
A0A085U317,379,374,0.382019562500
A0AA44CIX0,443,375,0.381566937500
A0A0T9QEA5,442,376,0.381351750000
A0A0T9QDU9,372,377,0.381092812500
A0ABR4W9H6,381,378,0.380509062500
A0A0H5M9D5,369,379,0.380487437500
A0AA90Y526,377,380,0.380346750000
A0ABN4CNM4,419,381,0.380137562500
A0AB73QHN9,412,382,0.380105812500
A0ABM6UP52,365,383,0.379921062500
A0A0H3B1B9,395,384,0.379693062500
A0ABW9EYQ1,374,385,0.379499062500
A0A0T9QV26,388,386,0.379358000000
A0ABX5R0C5,355,387,0.378961812500
A0A2U2GXH7,380,388,0.378951375000
A0A0H3B4K0,360,389,0.378903500000
A0A0T9UHA7,385,390,0.378710937500
A0A209A9L1,397,391,0.378215500000
A0AB72ZMY1,352,392,0.377968500000
A0AB73Q656,396,393,0.377314250000
A0ABX5QYD3,532,394,0.377270000000
A0ABM9XWV8,356,395,0.377227500000
A0ABM9XUV6,389,396,0.376823000000
A0A208ZSG3,429,397,0.376515437500
A0AAV3B8C3,371,398,0.375750437500
A0A0T9MSU1,410,399,0.375727312500
A0AB73QFS4,426,400,0.375508562500
A0AB73NKW1,413,401,0.375399312500
A0AB72ZDV0,382,402,0.375296125000
A0AA90XZS1,394,403,0.375173875000
A0A0U1QVC6,393,404,0.375103500000
A0AA36PIC1,406,405,0.374708437500
A0AB73PZQ4,447,406,0.374580125000
A0AAX2I043,375,407,0.374379750000
A0ABP1Z8F7,411,408,0.374282312500
A0A0T9PYB4,390,409,0.373933812500
A0A0T9KLV1,432,410,0.373060687500
A0ABW9ETP4,433,411,0.372772062500
A0AAX2I0L3,405,412,0.372617000000
A0ABM5U8M7,418,413,0.372089250000
A0AA44CPT5,431,414,0.371708562500
A0ABM6UW81,408,415,0.371591812500
A0A2G4TYK3,400,416,0.371534000000
A0ABP1YWJ1,478,417,0.371293625000
A0A0E1NX19,471,418,0.371235562500
Q666T9,441,419,0.371019125000
A0ABM6BHQ6,391,420,0.370728625000
A0ABP1ZEA7,526,421,0.370712562500
A0ABR4W5R8,401,422,0.370313562500
A0AAI8ZVG7,403,423,0.370267125000
A0A0H5MHG7,404,424,0.369963437500
A0ABR4VY47,445,425,0.369479937500
A0AAV3BAT5,407,426,0.369281375000
A0AA44I1R7,423,427,0.368701812500
A0AB73PP81,415,428,0.368628437500
A0ABP1YSK3,448,429,0.368472750000
A0AB72ZL33,399,430,0.368124000000
A0ABR4VWS1,383,431,0.368117500000
A0ABM6UUN8,438,432,0.368024437500
A0ABM9STX9,436,433,0.367995750000
A0A085U7Z9,428,434,0.367991437500
A0A380PNP9,387,435,0.367461812500
A0A0E1NNL7,434,436,0.367361562500
A0A0U1QWC7,435,437,0.367214062500
A0A380PP39,460,438,0.367179000000
A0ABM9TGV0,430,439,0.366801875000
A0ABM5U8N2,463,440,0.366598937500
A0ABX6FH78,421,441,0.366585312500
A0A0T9KYN4,494,442,0.366562000000
A0A0T9PR09,575,443,0.366248000000
A0A857F2M2,539,444,0.366213687500
Q666U1,503,445,0.365595187500
A0ABM5UHV5,398,446,0.365513125000
A0A0A8VIE2,477,447,0.365511125000
A0ABR4W4S9,548,448,0.365460937500
A0AB72ZSW9,598,449,0.365361562500
A0A208ZSF8,567,450,0.365006625000
A0A0T9KXM0,563,451,0.364960312500
A0A380PNA2,422,452,0.364729500000
A0ABN4PWA2,466,453,0.364649937500
A0ABN4PV81,473,454,0.364637687500
A0AAW7K6S3,491,455,0.364509500000
A0A0T9RKA1,461,456,0.363819250000
A0ABW9EWX0,464,457,0.363766875000
A0A2G4U293,439,458,0.363674562500
A0ABM7AGN3,417,459,0.363649062500
A0ABM7ALJ4,474,460,0.363639000000
A0ABM6BJY1,587,461,0.363213250000
A0A0H2W1J5,446,462,0.362864687500
A0ABM9TGR4,451,463,0.362814187500
A0AAW7JSQ1,449,464,0.362746562500
A0A0U1HX05,593,465,0.362121687500
A0ABP1ZGZ5,453,466,0.361628000000
A0A380PUT3,427,467,0.361445875000
Q66CW5,469,468,0.361403062500
A0ABM5SR09,440,469,0.361365875000
A0A0T9KKA0,468,470,0.361341937500
A0AB73P4D7,489,471,0.361281312500
A0A0H3B6E0,462,472,0.361274687500
A0A0H2YKF3,454,473,0.361084437500
A0A857EWT6,525,474,0.360907750000
A0A380QTH7,437,475,0.360757750000
A0ABM6UX29,522,476,0.360389062500
A0A0T9RQ76,420,477,0.360275625000
A0A0H3AWU3,479,478,0.360236187500
A0ABM5UH14,467,479,0.359993312500
A0AA36PL17,573,480,0.359878875000
A0AA44CIM3,455,481,0.359745375000
A0ABN4FAB0,528,482,0.359718187500
A0A0T9LN66,416,483,0.359677312500
A0ABP2DZT0,424,484,0.359492937500
A0A0T9UMM8,476,485,0.359270125000
A0ABY5UV58,452,486,0.359083750000
A0A857EWU7,475,487,0.359059187500
A0ABM9YBE2,450,488,0.358717312500
A0ABX6F8L7,584,489,0.358711375000
A0AAW7JU40,484,490,0.358606937500
A0AA44CKU4,517,491,0.358509812500
A0ABP1ZLC4,546,492,0.358364812500
A0AA36LIH7,562,493,0.358299562500
A0ABM6UP56,501,494,0.358224375000
A0ABR4W6F7,515,495,0.358136312500
A0A380PPA0,582,496,0.358065875000
A0AA90XTP7,480,497,0.358050250000
A0ABM7ANK9,444,498,0.357746437500
A0AA36LQN9,487,499,0.357603500000
A0ABY5UX71,425,500,0.357433500000
A0ABM5U8P4,485,501,0.357260750000
A0ABX6F3U1,551,502,0.356350937500
A0ABM5U8N9,549,503,0.356196250000
A0ABP1Y7W3,465,504,0.356135875000
A0AA36LM82,458,505,0.356031375000
A0ABW9EY82,608,506,0.355965250000
A0AA90XYJ4,611,507,0.355803062500
A0A0T9LN06,493,508,0.355479812500
A0ABM7ANU6,504,509,0.355428062500
A0ABW9ETP1,616,510,0.355374750000
A0A380Q9X7,490,511,0.355308500000
A0A0U1QX07,497,512,0.355119812500
A0A380Q7B5,498,513,0.355107062500
A0A0T9QDA1,502,514,0.354811125000
A0AAV3BFB4,505,515,0.354300375000
A0A0T9QE48,509,516,0.354062437500
A0ABX6F9M0,558,517,0.353986125000
A0AB73PEI7,459,518,0.353615562500
A0A0T9KM71,542,519,0.353571875000
A0ABM9ST81,645,520,0.353525375000
A0A0T9QDB9,605,521,0.353411312500
A0ABM9TW88,603,522,0.353350062500
Q66CW9,510,523,0.353322687500
A0ABW9EXU6,518,524,0.353191875000
A0A0T9UM98,514,525,0.352860687500
Q66BF1,520,526,0.352598437500
A0AB73Q1P8,507,527,0.352590937500
A0A0T9LN23,500,528,0.352465375000
A0ABX6FD19,524,529,0.352305250000
Q66BC8,456,530,0.352220062500
A0AB73NQS2,533,531,0.352128125000
A0ABM9SZ95,457,532,0.352121562500
A0A380Q9K9,629,533,0.352033312500
A0ABR4W522,488,534,0.351963312500
A0ABX5R0U9,512,535,0.351872625000
A0AA36PLD9,550,536,0.351597500000
A0A0H2Y6N9,516,537,0.351239125000
A0A0H3AYM7,513,538,0.351149187500
A0A2G4U6E8,554,539,0.351116187500
A0A208ZSS5,568,540,0.351111312500
A0A0E1NTB1,483,541,0.350942500000
A0ABP2ED01,643,542,0.350883125000
Q66BM2,649,543,0.350477937500
A0A380Q814,470,544,0.350419000000
A0ABM9TUX3,495,545,0.350122375000
A0ABM6UNY3,511,546,0.349955125000
A0A0H3B0A7,519,547,0.349836937500
A0A0T9PT88,541,548,0.349669937500
A0A0T9KYN8,482,549,0.349419437500
A0ABM9Y7R4,472,550,0.349274437500
A0ABN4PWW7,586,551,0.349236625000
A0A0T9UVN8,711,552,0.349216875000
A0A0T9LR98,531,553,0.348829312500
A0ABM5PZP9,657,554,0.348697562500
A0ABM6UTV9,537,555,0.348556500000
A0A5P8YE56,544,556,0.348481625000
A0A0T9QHF4,596,557,0.348475187500
A0A0T9RKV0,701,558,0.348263750000
A0ABR4W506,481,559,0.348223875000
A0AA90XTS9,560,560,0.348166187500
A0ABM9Y7W9,607,561,0.348106000000
A0ABM9TMK5,486,562,0.347860562500
A0A208ZGJ0,499,563,0.347712687500
A0ABP2E2L7,606,564,0.347671437500
A0A0U1QUW3,557,565,0.347638750000
A0ABP2DXX8,566,566,0.347495062500
Q66BC6,633,567,0.347466437500
A0A380Q4G1,527,568,0.347290875000
A0ABP1Z8M7,640,569,0.347128187500
A0AA44CIL6,496,570,0.346753937500
A0A0T9QY81,547,571,0.346725437500
A0ABP1Z7N4,577,572,0.346571312500
A0A0T9RK55,543,573,0.346369625000
A0A0T9PX89,492,574,0.346220125000
A0A0T9QQ84,729,575,0.346119500000
A0A0H2YL52,508,576,0.346112062500
Q7CIG2,642,577,0.346000687500
A0A208ZGJ5,695,578,0.345967562500
A0A0H3B5G2,588,579,0.345912625000
A0A0T9N2B7,534,580,0.345897437500
A0AA44I1K4,506,581,0.345798812500
A0ABW9EZD5,716,582,0.345461875000
A0ABP1YVJ3,536,583,0.345461125000
A0ABN4F2B0,706,584,0.345196375000
A0AAI8ZTY6,535,585,0.345095312500
A0ABM9TCW2,580,586,0.344928062500
A0AB73PN87,663,587,0.344912250000
A0A380QB56,681,588,0.344908500000
Q66BN2,564,589,0.344600000000
A0AA36LNQ9,553,590,0.344489750000
A0A2G4U6D9,576,591,0.344481750000
A0A2A7VG50,599,592,0.344446687500
A0ABM5SKZ0,590,593,0.344060687500
A0ABM5ST74,631,594,0.344046000000
A0A0T9TRJ0,698,595,0.343985000000
A0AA44CQ33,615,596,0.343950812500
A0AA36PKW6,691,597,0.343781312500
A0A380PP26,601,598,0.343737312500
A0ABM5Q137,589,599,0.343698312500
A0ABM9TZ37,677,600,0.343622562500
A0ABW9EZG0,556,601,0.343500187500
A0AB73P877,610,602,0.343477125000
A0ABY5UJR0,530,603,0.343419500000
A0ABM6BHL4,572,604,0.343392312500
A0ABM6BHZ0,675,605,0.343373750000
A0AA36LSX5,570,606,0.343092812500
A0A0H5LRG1,730,607,0.343060562500
Q66BC4,529,608,0.342833062500
A0A0T9P2Y6,676,609,0.342347625000
A0A0T9UMV0,702,610,0.342339437500
A0AA44CL49,561,611,0.342300562500
A0ABN4CUZ1,555,612,0.342294687500
A0A380Q3T2,574,613,0.342246312500
A0AAX2HZP5,594,614,0.342181125000
A0ABM9SYN9,667,615,0.341957250000
A0ABP1YW71,604,616,0.341937937500
A0ABM6BHF9,626,617,0.341774500000
A0ABN4F8Y2,559,618,0.341660437500
A0ABM5Q0I6,600,619,0.341227687500
A0ABM9XUU0,565,620,0.340813312500
A0A2G4U294,583,621,0.340771562500
A0A0T9KKF4,595,622,0.340683375000
A0AB73NNK1,614,623,0.340534875000
A0A0T9RK20,618,624,0.340386562500
A0ABM9XWU7,612,625,0.340192937500
A0A0T9N293,613,626,0.340171250000
A0A380Q8N6,523,627,0.339964750000
A0A0H3B4F8,759,628,0.339891125000
A0A3G5LJP4,751,629,0.339873250000
A0ABM6BJA0,622,630,0.339431375000
A0ABX5QZM3,644,631,0.339373687500
A0AA44CIR8,647,632,0.339341000000
A0AB73NKK6,521,633,0.339174312500
A0A209AAW7,627,634,0.338862562500
A0ABM6UNY7,709,635,0.338812562500
A0AA36LNC2,739,636,0.338800375000
A0A0T9KM28,666,637,0.338745750000
A0AB73NFU9,646,638,0.338678500000
A0A0H2W3V2,552,639,0.338630750000
A0A0H3B592,623,640,0.338366187500
A0A0T9QGW8,545,641,0.338342375000
A0A0T9RLX7,634,642,0.338304000000
A0A0T9UVB9,685,643,0.338181062500
A0A0T9KME1,653,644,0.338158750000
A0A2R4NRD1,713,645,0.337942125000
A0ABP2EGX4,658,646,0.337938500000
A0AB73Q5E6,636,647,0.337719562500
Q8D1M8,540,648,0.337699375000
A0A0T9RLI7,664,649,0.337599437500
A0A0T9KKM2,656,650,0.337595187500
A0ABM7ANH7,699,651,0.337499937500
A0ABP1Y756,648,652,0.336899625000
A0A0U1QXU2,637,653,0.336888937500
A0AA44CIT3,687,654,0.336620750000
A0A0T9Q3M1,538,655,0.336592125000
A0AAV3BFY5,579,656,0.336416500000
B6CGX2,581,657,0.336278000000
A0AB73NNI1,669,658,0.336182000000
A0A380QDK2,641,659,0.335594437500
A0ABX6FDR8,770,660,0.335553750000
A0AA91BG92,628,661,0.335542875000
A0A0U1R055,597,662,0.335467000000
A0A0T9QCY7,585,663,0.335432875000
A0A0T9KKL7,744,664,0.335341125000
